pkid,fkdevicepool
cfa2de38-bb22-0067-3950-a9cd6887be7b,20fca22b-4c34-447d-8b22-c0a0cbea2573
326e613a-e0e2-eb25-e237-7d1872f6e01c,3fcff8e8-32c7-45bf-afc8-bda1d703787a
050bc52c-b4ba-be2c-c785-d2fe7b7c694e,740fc9c8-8904-40c5-b694-464f550facba
c4ab885d-27d7-2ac0-d1d2-00fb02df1f42,6c8fbb07-a60c-467d-9ac8-6e1ce7ef0c35
211ed316-90df-9e66-00c7-a368ca7361bf,f06d9d54-6006-417c-817b-07b8b08a6fd6
a2be3d8c-998d-b718-0a3d-dbaba479d9e3,bf0d4789-a0c9-47d9-a80e-86c6d2cf7483
f3e3c9b3-85f2-ed53-bd31-ce8188d674f5,3559267d-af85-48a1-8150-ae7792d8bf3b
491013f4-e281-ee99-71db-a927d1b87d23,95d0bd7b-23c4-4295-8344-d6d2d5c3511f
1856c120-2ee7-185c-de95-e9b1557c7767,55486381-2774-4e6d-8d75-363673e9d773
1a70ae9e-7a74-9a6f-074a-60ff92d3db36,f6c29aef-a03d-4468-abef-3076a8f83090
36b6a12c-fb1c-0e20-d2d7-5e015f192114,36acee4a-74ff-4eea-a337-d8c48c77471a
04ce38ee-a837-ea75-684a-e19705425061,175af957-9a52-4be4-b89f-eb5c32947d74
c5d668e7-006d-2f88-527a-16308d5c7b59,6dfa4a75-8401-42e3-b107-8b81f670e7b4
9b25f1b7-6c27-2e31-8c3c-9caf18ac158f,5bfc640f-58a4-4da4-afd3-67e455ef82eb
fefe2451-aa90-d52a-58a0-9f8420351ddf,36547fbb-a66b-4861-b6f3-7ff6f09436ee
caf3882b-6fa9-4e9c-07bb-5288af9fb317,b353b852-d26c-4de4-abcc-3e67aaf86c78
0022a5e9-76b0-c518-1116-cc5a9f7b3e2e,79c2b27c-3eaf-4681-94f5-0be1086a5a0b
f249e1b4-709b-5039-39bf-8094d217bad0,017d7826-3a6e-4784-b40f-40170bebe5f1
b07020c9-fc94-90f4-e033-a4502c06236d,0aa080f0-8795-44e5-be6f-18270b73f03a
31d9c943-239b-ccc7-4658-e7942ef26a87,a59d5e61-903f-4b1b-b355-ee485bdddf64
b9d2dff6-29f5-fbdf-7dbb-97a3e6bfd576,02800781-7e88-41d7-a460-56bdf5d7bac1
a3dd31e6-e05a-6bb1-60fb-fde2abfdad35,4666ed15-cde2-42e7-9a4e-4563ad91774b
332eefc2-bfc2-ab83-c878-303f34f1a58e,36b434f0-8f29-4d16-bb17-cf45c1ddf144
01e2c43b-1ebe-0050-4a2d-821f8678b90d,ace91ec6-7caa-4359-8f99-cdcc9962bf5b
42c67c14-80de-addf-10af-22c782748047,46a5fbd5-59c1-46d0-aa08-cfa72ab3e84d
