pkid,name
ea07d2e8-0d04-435b-971d-8d387ff3cd9a,FXF-DRS-rl
1626ddd2-162d-44e0-ab99-670dbed07977,FXF-NOG-rl
e9c8e873-fd62-4998-8f76-9e96c3973eb6,FXF-ABY-rl
6332193d-4380-4e58-98fa-5082b12d8720,FXF-CHV-rl
c46667bf-8787-44f4-9972-9f22286aae4c,FXF-PBF-rl
bf89eea0-8802-4aa5-8113-90265501915d,FXF-LEX-rl
b9241300-622a-4361-9aa4-0a9041b262b9,FXF-FED-rl
54cc1ed8-bf2a-4ed8-b822-c3bfe2175f12,FXF-QCY-rl
0678d428-b4a5-4dde-abad-d99900eabe3c,FXF-BLY-rl
eefe4751-376f-44bc-b09c-a059baab8a54,FXF-BRY-rl
6f4b9aec-d334-498f-9406-a620479ab12d,FXF-CRP-rl
0df49f3a-4ab9-4f58-8400-707915f97323,FXF-MCW-rl
c31a951f-3c58-41a8-a530-51c69448574c,FXF-WCV-rl
20dbb90d-5b7b-4a23-8e2d-9cf899a94835,FXF-NPT-rl
719cdd75-44c1-474a-a8d1-ef0189071a8a,FXF-HKY-rl
bf2c94aa-5171-403e-b900-7baf4fa79438,FXF-YUM-rl
2fe0f2dd-8621-45f0-be63-edf90f696460,FXF-MOD-rl
2bf70637-ec62-4f0a-a7b9-e93debe5d042,FXF-PRU-rl
927578b6-3b17-4356-ab1d-af3133b105ef,FXF-SFL-rl
5fd6deca-8a67-4bf4-8335-8d7414d07a1e,FXF-WOR-rl
66f553fa-7349-467f-a8dd-df368449b1a2,FXF-MON-rl
ac319cfc-d04b-48e5-b654-8b1401850086,FXF-NSP-rl
caa02c95-63d7-4966-9f4f-f71e31431b49,FXF-SPO-rl
b6b5e66b-ca90-4fab-a31c-38ee83030e43,FXF-BRL-rl
2f62301b-f375-4ef4-9434-f028e9a33c09,FXF-CHI-rl
1ce6217a-97a4-447f-9902-e52510d35078,FXF-WNZ-rl
8d7d5b8a-d583-4f31-9dc8-6ec21a8e0398,FXF-MOT-rl
6be0f27c-fe1a-41db-aa88-324aa93d0e4c,FXF-SLO-rl
3f08cd56-b6fc-451f-903b-216b2c9686c8,FXF-FAY-rl
a2e7237f-333f-444c-a105-3f0d50e9d686,FXF-FLG-rl
