pkid,fklocation
57fa0398-90b0-54cf-212c-841067c15eeb,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
9151a447-993b-66c6-27a1-72b178741e17,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
c60edd11-d0e3-89a4-822a-8af77df44260,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
d8a3587d-99ff-4d43-b4bb-7e03c00ddbab,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
19f10cea-73e1-61d1-e38a-52aeeb2e3bf5,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
2a3f5411-21d1-3858-f61b-9fa8814d5c64,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
9349d764-2ad4-e435-fd1b-df05e0dffb71,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
eb0efdfc-304c-6528-77c0-cd1cad4216a4,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
cccca008-1d77-5f1f-1212-5a5610723fe2,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
f0b051ee-b35c-8409-a4a7-cf33d9bb3693,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
52a1a5ab-7ca6-3536-408c-e20e8a7657de,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
36479493-f2cd-64e3-4dd0-3aa130e128c2,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
67214f7a-6814-d84e-3ee5-628da2d437f2,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
446f218b-ab63-a952-bc00-68b7adb62b17,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
097b892a-7d33-92b6-6a74-de1a50f6a190,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
36ebeaf8-2be7-4753-b118-e17a3a692c72,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
25b7b2f4-190c-ca14-a544-5529fd0b3864,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
b1fcf95d-e4c7-e2ca-0730-b93a47b3cbfc,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
4d2b0033-5fdf-4055-f601-9b23e77f3896,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
