pkid,fklocation
a2be3d8c-998d-b718-0a3d-dbaba479d9e3,23c557d0-5992-c0fb-ff73-6454260eebcd
f3e3c9b3-85f2-ed53-bd31-ce8188d674f5,4b4148c7-e5e7-1d9d-f467-8023bb49a7d0
491013f4-e281-ee99-71db-a927d1b87d23,049ceb1a-0419-6bab-6929-ac372b2eafba
1856c120-2ee7-185c-de95-e9b1557c7767,a7c282ce-5df9-b1ed-de50-23890933e93b
1a70ae9e-7a74-9a6f-074a-60ff92d3db36,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
36b6a12c-fb1c-0e20-d2d7-5e015f192114,3e53b40c-26de-1c0d-ce64-2daac26369b7
04ce38ee-a837-ea75-684a-e19705425061,182bd733-a43c-9450-14f9-8162246d0734
c5d668e7-006d-2f88-527a-16308d5c7b59,133e14c1-0658-df34-768f-bd2f95cd75eb
9b25f1b7-6c27-2e31-8c3c-9caf18ac158f,3190431a-ae7d-2fb8-f19b-f55c2bdd2ab6
fefe2451-aa90-d52a-58a0-9f8420351ddf,5eb10c8b-711e-6b12-3a7e-3cb7ff11ec91
caf3882b-6fa9-4e9c-07bb-5288af9fb317,9990ba59-d01b-501a-507f-d8a933173aa7
0022a5e9-76b0-c518-1116-cc5a9f7b3e2e,7b7da3ba-81d6-ef17-87c7-add53e3c3ba6
f249e1b4-709b-5039-39bf-8094d217bad0,f0d280ae-8857-0dce-9cea-9813afc95c8f
b07020c9-fc94-90f4-e033-a4502c06236d,54021d82-0d06-d8a2-a6a0-1924aa014982
31d9c943-239b-ccc7-4658-e7942ef26a87,d5d6ead1-3245-5b30-33bd-682dbb7151cd
b9d2dff6-29f5-fbdf-7dbb-97a3e6bfd576,e2497dc6-32ac-ca41-78a3-db007d84f9a9
a3dd31e6-e05a-6bb1-60fb-fde2abfdad35,f6086ef7-f22c-0ac7-322c-3d222969bcf2
332eefc2-bfc2-ab83-c878-303f34f1a58e,c1d163a3-cb08-159e-8c27-b1e5bf86cbcc
01e2c43b-1ebe-0050-4a2d-821f8678b90d,b6720642-a3b3-da15-ffef-1f4435775b1c
42c67c14-80de-addf-10af-22c782748047,6e55e106-bc23-ee22-9a34-7e462364415e
92be1d71-6abd-08d5-1b15-7a7a76e1c8af,3763fca1-77b9-074c-1963-f3cc2769c8b3
097872e8-882d-f7f8-893c-c5debfc71fe5,92c831d4-1814-289c-1f8a-aa88f02f0235
ba2b285b-0933-0772-c09a-5b1faf5ebb61,343d5f83-7af4-9d06-330b-0c83c2af448f
663cc4f3-ae72-2e59-dff1-d884afe17b38,7b04e4ed-f2f9-b6b5-598c-765c9669ed11
28124ecb-1414-8040-5da7-02b5e26742a4,a9003620-8ada-5399-6dbf-057a4f447ea4
1cbdeaeb-c88f-c184-23ab-20787a90f586,abce6dc4-dc7c-1339-d787-9bc002045e78
66d06a0a-bffe-1bb5-c6e2-7057582f4c80,eee3106a-af39-8f81-5c06-5b71cb7cbeba
3a64436b-9c61-63f6-6aac-d761acebcad6,07a0c85c-c48a-e099-130c-e848570a6282
b54af280-38f6-d266-b54b-186a5630567c,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e039e6b4-763b-6a93-943e-7a3f75bab0fd,f609bc00-337e-4d31-ef58-d6c8157d6a74
9a10717a-28d1-62ba-715b-b57226c1e008,12bfc0c7-1721-7c29-9c6f-73b7502c05b4
37170010-0c67-c0b2-3df0-a817b057cfe7,3d2b9270-ab01-f4a6-a3b6-875df0cd924d
db0befa1-dfcc-bcfd-56a7-7b63a651838b,b23406a0-dd99-57e7-1808-712b70b2b0f0
ffd777c5-1809-6873-8f72-f4c1e8312a56,d0cbbf1e-05b0-1644-217c-441ddda8d9ac
bb153228-b461-6946-2745-e554fcf87fb1,3b5ff802-a383-9ad4-918d-4537d996e224
c286e113-5420-b34e-052f-b3c66ccc987e,f9e45c6f-427f-ce28-186d-6153dac2642d
aa5ab12f-0252-01aa-e1e0-4e28f51ec41f,6ba98986-b7cc-4092-6697-54e0a9129556
94d5826d-9270-4eb0-cd8b-bf8793ee888b,a60db5b4-56db-8acd-c86e-1d609aab6788
294ec1f0-b23d-cda8-02f5-28daca04e404,150f3245-7c34-a78d-021d-13d4407013b1
60e654c7-fc06-10c8-d46e-52e4973c01a1,60b17d77-4027-12c6-4e73-1f06916ece44
fc97dea8-73ef-c3f4-2845-8963dab070fe,c80675d7-3f32-c28c-b6aa-0f24fdf6ab49
89a5251e-b858-fec6-d9ee-f2a1c9d2b1d5,bffc9831-887e-8d8b-ae1d-43cd58d14567
91efd3c3-5628-ee56-c7ee-0fbf7438e73f,8f2cd426-97f4-abbc-2f22-65dec94126cf
1b4b44db-b047-d715-5d05-6ba059f9ec58,54a44b6b-8f0c-c5ed-4aed-ecba503e8a58
bca19dac-f909-e63c-863e-65e821f5a33b,eb8191af-b7be-0e62-12a3-a4420f11495d
64067b70-0b05-50dd-db75-df6a129d9e60,cb3d7f45-df91-f6fc-fb66-124105743951
b52dc827-d037-7c3b-b499-b74fa0db6679,e5aaf818-889a-4fe8-4797-af82444f8465
a4ac7001-8cee-274d-3857-4b15d0238ee2,63ee5594-c3b5-0e90-3f8d-3d9a5d84e268
65ae5d73-7714-d806-e0e5-cad9d8780ad7,8d46f360-00aa-085e-523f-046c129834df
0d55e00c-75b6-1a1f-3a8c-708878d7fa97,3bb1d44d-c56c-3744-cd0f-1c77c21896ba
33d6cc7e-5e00-0f35-5f0f-229bd4b4d7bb,62747d78-5d69-ab4b-76b8-3059e00f0d4a
9175af9d-9794-7620-f1ef-8406bf80d6fa,94062e08-97ac-aba6-4b03-851d19dfe234
079846dd-5cab-f3cd-25dd-2820c2e98e5e,a9291669-112f-e9cc-f300-81d9c504f4b5
bc9f1f5a-e57c-966f-56ec-4e162ad15915,c97711c5-37dd-e243-8c2f-c8150db3ae6b
2c81e9eb-5c1f-0a15-6fa9-8ee1fbfd891d,3923cebd-1bf7-72ca-bb83-b4ad7c3c67ce
374f4041-33c7-82a3-1e8f-96b345f55f21,a5584204-24f2-0892-f245-b6cf5c635ba5
e2794f91-0743-63f8-a846-b94e06fcaa48,a37991ba-4f3f-6dee-ef56-807ea475aa5d
ceb08320-61a8-5335-9344-21f70c2aeb67,bce305e7-533b-54f3-fd5e-54a18d028871
8d270923-b191-f226-08a1-faf94f5ba1bc,afcdc171-617e-fd47-3083-4e4966b207ff
978467a4-7aea-5aed-9ca9-607fb051f6d0,fd310fa1-7388-cdd5-f06e-7a823297d04d
1bc92494-d997-e8f2-bac7-2480ba0a14cb,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
6af8ae80-7be8-93e2-41f6-fd4a19785436,8697e6b2-f749-f591-a3c1-61cb0011224a
18980de9-3b7c-96a5-6292-a2ee89dd04cd,0e86d2f7-4463-10ee-92f3-a0dedcefe437
ddf22613-cdd8-2b82-df33-a93e2e8e894a,80958dc2-79ee-70ed-0f2c-9c256442cf90
3ddcfedd-896d-0f45-0866-4f102d0f5b8d,1d05d630-feca-dba5-e67b-29786891f449
73035798-08fe-d12a-c259-907935c83b91,b7398478-d29a-d8d4-3dab-8f8f2995edbd
70b8b4a5-09c4-af42-cce1-9070204b9423,480d3774-6a3e-580a-33d3-ff82281091bc
fbc85cee-4576-3704-6a19-673a4bf7e922,7c9d4540-ebc4-107a-535d-dc39fe152607
55fb969c-bdee-05f5-7ccc-9c89622aab66,4a93e233-f423-a114-fbce-2681fa26ee01
03f53968-3f2e-199f-8171-450fbe67db07,1cb6e387-afa1-e95c-cdd7-674cfcfacd90
e1ee6729-3ea5-3fab-2ecd-064aff21ca32,b5e50397-1c96-4dd6-2250-7f839740e09a
5ee8c3d8-5fc0-e066-3f41-0e98da701b69,b42da920-31b3-cd3c-7eea-005c60419297
14c5f13a-78a4-b247-d68d-099fb9f496e4,4b6c0561-9723-f529-d220-b181f292cb3c
302ebfdf-f545-fbac-773c-2d2fb92dca42,86edaccb-1b71-b25a-dc1b-76af8687c978
28349f5b-9847-bc35-5416-2b283989fbed,ad1814be-1be0-c727-004c-5f9b16c427c0
d5e37f10-b49f-0c21-fcd9-3a2bf8dde8df,17d2f140-eb04-1c86-c1d5-bd994e1fc03c
3a24b4e7-85f3-ec31-629a-23ddf066e2b6,04b2add2-7100-0fe3-1836-d1cab4f1d77f
3337583a-abd7-8164-e49d-7eae2b1e0dca,efba0dec-27fb-50ff-7e93-b79790d31252
8b608e56-f3c8-36e5-e337-900378766b3a,2c433002-7005-d387-90a9-10d69df1241e
47d37f42-c23d-1ef9-ea89-26108e7a5096,822b0dac-b371-75b8-ecee-81962e8b69ac
af94fa13-c324-7b3c-02ac-4613d1d81568,711c3d84-e41f-5012-4800-21f043a590f1
2320e922-8169-26f2-0725-28a3ea3656ad,11cfbc16-24c6-9bf5-262d-2e8e6f1f8f28
7a811b0c-6a3a-dcbc-31d9-f865e8e3f431,4b6c0561-9723-f529-d220-b181f292cb3c
80c9fa5b-35c3-391a-5768-7c2714cd380f,5e71dc72-4477-bc9d-a1bd-dc283fa0aafb
5f936313-6f5a-37cf-6b58-ef5e8007638b,9b3e60a2-48ff-3449-5a75-4fa882f7296c
0b209435-0aae-5064-2c66-3ce8f9962d30,a8553e86-3b66-d5e0-7aca-fb49bc1f6ac4
3d2c58ea-858c-6a8e-632d-cd8e189af538,0b2ccd73-30d8-4d06-35e6-7fc6dc9b8fd5
55e1ed32-b51f-4c39-3feb-8ab7d6f3436d,292d4514-b7f7-d7d5-7c59-9af7641daf6c
