pkid,fkdevicepool,fkcallmanagergroup
2040abff-b085-46c7-9e02-836cceb4dfc5,90a3dc92-fb27-7057-97e7-97095c78061d,70c197ba-8951-14ad-a270-b32053663da9
0e589fb5-abaa-421e-9924-eb54135b1ba2,a3e81c0d-e9c2-bd84-0af2-0d77a6a4831a,70c197ba-8951-14ad-a270-b32053663da9
f77c25b4-9833-482a-9bdc-66f4807a0051,a58b686a-0e69-453a-b498-f9c081607195,70c197ba-8951-14ad-a270-b32053663da9
12ca43b2-bbb4-4e99-a054-589624a9f884,b2fcf7af-fd19-2887-4a4d-e138438a2a92,70c197ba-8951-14ad-a270-b32053663da9
e4cd4cc9-baa9-4f22-9ab9-5df34d1e946f,b3220db5-8e35-53df-b0f2-55c4541239a5,70c197ba-8951-14ad-a270-b32053663da9
506f27c1-7dfc-4f43-9f4c-eae3338f78bc,b6641d74-a9e4-495d-b3b2-aeb2eaa1f355,70c197ba-8951-14ad-a270-b32053663da9
f2389513-2205-456a-abbe-6e08fcf1e5cc,b44a01d5-7054-32b6-7559-719fd727b13e,70c197ba-8951-14ad-a270-b32053663da9
17576298-a0b7-4e38-a329-ee032c8ef0b4,b3470640-dc13-4dc2-a98b-ae8c1f600630,70c197ba-8951-14ad-a270-b32053663da9
d37a09a0-9050-4e42-b07b-b7d364c4ef01,d1471d65-4e78-5a75-e756-7f3805505b21,70c197ba-8951-14ad-a270-b32053663da9
7bdb5b5c-5beb-4a88-93f6-42e9dc176bbb,d01865d4-c0b6-753c-e132-3208bf2c407d,70c197ba-8951-14ad-a270-b32053663da9
678ab8dd-9495-4de7-831b-c0c3f0a3bf5d,d102c526-e073-ad7a-2452-ffb819045abb,70c197ba-8951-14ad-a270-b32053663da9
b83d51d6-35bc-4b75-95a8-a3e0a7b9a8f6,d1242067-7e22-7829-f5eb-aa94b9ffe584,70c197ba-8951-14ad-a270-b32053663da9
73a8f23a-e6df-49f5-8517-b1e882eb436b,d3f051e3-fed8-9ccb-b3cb-ba7c8e7584ed,70c197ba-8951-14ad-a270-b32053663da9
850966f0-0937-4840-8c52-85ba82b76146,ddc5d131-4c0b-41fd-9639-ebd67217e647,70c197ba-8951-14ad-a270-b32053663da9
e718587c-94a4-44dd-828c-37b918a63a70,dcd11c22-9ac1-b37a-05ab-9c0b36e7c856,70c197ba-8951-14ad-a270-b32053663da9
45f8db29-5b80-4baa-92c4-643b99d86b3f,ec9c8c3a-1110-41e4-af26-57c6ac0c2ba4,70c197ba-8951-14ad-a270-b32053663da9
3a25758b-c36c-4751-9343-69c9ac9f66e7,ebb93599-8060-6c9d-247a-be1de88932ec,70c197ba-8951-14ad-a270-b32053663da9
ce76866e-8503-4637-8363-2d261ffbf44c,fc4172fd-21f7-4849-9a42-2417297f7c2d,70c197ba-8951-14ad-a270-b32053663da9
8addd8c9-872a-445d-a574-bd2cb8a851f7,7b1d4a7a-bd91-b922-eb0b-8ddf5340da4c,70c197ba-8951-14ad-a270-b32053663da9
813b3599-0062-4104-8421-1b409e282edf,14231512-e49a-44a4-a0f9-3d00d87e3bfa,70c197ba-8951-14ad-a270-b32053663da9
ea379232-3c56-4bef-ba5f-d826d75177ae,162e48fa-7e73-518a-bc88-bdf71f80cb8a,70c197ba-8951-14ad-a270-b32053663da9
fc84475d-d981-452e-add1-21baa405dc16,4aa640a5-a842-407b-af03-0665fb5c4174,70c197ba-8951-14ad-a270-b32053663da9
d9ba8500-2279-4c78-8b15-73d9a654cb3c,56bb8f35-757b-32a7-2758-47774652a4e2,70c197ba-8951-14ad-a270-b32053663da9
dc78e1e1-a10b-40ed-800e-753bc9cdfb26,55f009dc-2a11-20b1-dcfe-002c2501252c,70c197ba-8951-14ad-a270-b32053663da9
cedeabff-6748-46ac-8b49-084281122732,84d23f41-1655-4cac-ba8f-14f73dbb47cb,70c197ba-8951-14ad-a270-b32053663da9
bc89414f-8fb7-48b0-b5ad-bab05e6f0fc7,b24fe322-9e21-4160-83b0-044b1a448f96,70c197ba-8951-14ad-a270-b32053663da9
7cacf9ef-17c2-42b6-87d5-bee1492e9bea,eaed9724-8b64-4a8a-85ff-4de7bbec7c07,70c197ba-8951-14ad-a270-b32053663da9
8d16a1c7-9a3f-41e1-aec3-7e45ae384e61,3b2898a4-bc51-7f71-7395-8cde50a295ed,70c197ba-8951-14ad-a270-b32053663da9
18f03130-7d15-4a50-bcce-418a188fe2d9,2ddb89d7-c88c-79a8-0250-c88ad8a04c47,70c197ba-8951-14ad-a270-b32053663da9
799c8e29-242e-4542-a8b2-bb9f89d202ca,6ee69956-069a-eac3-fa33-bed477656f58,70c197ba-8951-14ad-a270-b32053663da9
9639e001-b36b-49f3-b8ae-5aee8d0b2765,3ddfee84-d1b9-470d-872c-de0ce4b12f73,8578e802-08ab-1d2b-e599-c3b247d9165c
e844ddb8-b991-4710-ba3c-1c62f6f760eb,7e07d862-b3c6-4b34-b1ec-39940b3ca539,8578e802-08ab-1d2b-e599-c3b247d9165c
584e9c79-4b6f-4e48-b4bc-62fa0d3727bf,9a48556e-d386-42b1-91f8-d7d1a24491a0,8578e802-08ab-1d2b-e599-c3b247d9165c
451663f3-d64e-4361-b674-6de2c803f364,06ba1999-43f6-4722-9d48-58b4f9cbbac4,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
b83f31ac-f4b9-45bd-857e-166099dd54e6,05e73e7e-06d6-4d97-923c-64feaed2f6d8,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
e5479a3f-16b2-470f-a798-79df1fe52db6,04fc0389-115b-4710-b3b8-cbe2fa617c30,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
a1035088-c796-4c42-aa67-a2b11c08d446,09dc1cb3-35d4-4d7e-9f1c-2690b7e89015,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
30ac8203-47d6-4e2d-9d89-9ed7817672c2,0aed1a1d-9d89-488f-b069-8b4e7895ade8,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
22c0313c-38fe-4189-bf77-6a1559762b80,088aac6e-1b4a-480c-b67a-1291e81af044,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
fe3ce5dc-25bb-4e05-b1a5-7ca89b2e4608,0a76e493-3c75-4903-93ef-da48d99ca4fb,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
88661f9c-8a24-4cfa-97f6-715c1863335a,2403b206-65f6-473e-a5fd-66f66910cfbc,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
57a09457-d5bc-4ada-a75d-67ee5409a4f6,24703d93-2ebe-4043-f01a-5119516b2588,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
4a8be1b0-a235-4791-a485-4c03e7973758,252a6f8f-ccc5-421f-93a0-bdae2fc34261,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
872a58dd-ed92-4394-ac71-26f9ec7fb3e0,2923ecb0-bcb2-4057-ba7c-d9159132214c,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
c90ee2a4-6697-411b-a020-3dd4415ec4a0,378289bd-f21e-479b-896f-55bc36421381,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
8b7ec977-34aa-4d6c-9478-c04299dc8b2a,3ea267a4-28ab-45cf-a3af-c86d98701542,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
e7d97554-9e26-43c6-a599-0ab8b41b7bed,40fba282-bb6b-4b03-a97a-94011a98d20d,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
53a942f6-f366-48ac-9728-e9c724802f0a,3ffd194c-9a3f-4584-9e3d-5bdf0fa5523c,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
11574fe8-0ca1-4160-b9db-941084798eca,4174a7ef-9c7b-4cdb-8668-e7fa8d8aed60,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
c86d3e8f-3336-46f9-80d1-c6e072d8bc66,4aeaaaf3-66fe-4d8d-a814-dbdbef33863d,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
629cb0e1-33a8-44ca-bc22-7b076a3c8cb5,47bcf6a5-a35c-4eef-a84a-87af35538876,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
fdb86e8f-41e2-415e-ba7e-57d13da0ae86,4cbe4320-6f64-4f0b-8d10-c287e41b1d6d,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
9f48d154-95a0-4b94-ab13-6611b84c2118,5420e5e2-51a7-4ac7-985d-00c4e0ff6424,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
3286bf8d-eee5-48b4-97f9-1fef746ddca5,52a0cc74-472c-4422-bd44-cb835681c08b,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
fbd4caec-58ec-4af4-9839-da6af0247eae,54cef7e9-b8de-40de-9601-25f61007bf49,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
8b0e3ea4-aded-4bfa-b096-cb4574626c93,52a1e930-45e8-444b-a12f-4291716843fd,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
34aded19-80f5-4773-8cd8-ec40ff52c3dc,52601f5a-e88c-d430-a987-576b1100d709,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
56252514-4a7f-4883-a8db-a3480c06944e,5724b67f-57f8-45ab-bab9-1dd3a88eccb5,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
aea2a702-00d5-4bdf-a19e-26157f0d4066,648f1f21-7522-416a-a006-1a03f2b60b64,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
2a19e261-0fab-4ed4-b097-7f208ee5861f,71f5d76c-9317-4d0e-baed-35ff7f8eb561,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
e05953e5-59ae-4f5c-8e7f-49b9c0c715ad,71dc47de-6f2b-43d2-bedc-a1dea785aa7b,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
d988822f-b069-4050-9c84-4c6f691376e6,7a4faf09-bf7e-4636-b1da-5b707644c097,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
bbcde79d-d5c9-4140-bef2-0483930d47f8,76668df9-2018-493d-a54e-07fc19daf761,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
34c93bab-3bbb-4cf9-b69e-a27a75680e4a,75b31bf4-3565-fb8a-8211-9f00e5b68a2d,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
5df370d2-f88b-41c5-ac01-83f284f43dd7,7f73abb2-027a-42c3-afba-8dfc0da3dd10,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
5a8578ba-c5b5-4b17-bccb-83e4da50493a,8bc51f28-76b2-3824-3d9a-69781008e826,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
9b8323d8-a0ec-4581-b3b3-a49b94271df5,8d0decd1-1944-4cdf-88ae-f0b6a1505f13,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
31d1b909-ff67-4d25-b3b9-d61107d60f77,99878e3b-bbf7-4a7b-bc45-9f733fc94c43,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
509a3276-6e63-400d-8fea-7399f8dfb0d3,a7737a7e-00b1-4b14-a2a3-4ece02edfe5c,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
bbfd6f41-a5e0-4f76-9e3d-d393ed074d28,ae61cee0-498a-4d4f-bb2f-912030b550d7,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
b3abbab5-5ef0-4743-9258-8e38c4496f31,ad75980d-71b8-4279-a4a8-951ee98041aa,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
a5e4d82f-c2af-4ee7-ac46-50a06188a3e2,ab9c7415-cd56-45ab-9f9f-a17a48894e0e,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
eb002415-785f-4d30-9b21-65934f010687,acca12a9-19e3-43a8-8d12-94922912a001,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
0d9ea67e-7f9b-4389-9b97-91a48d299de7,bf190bc5-84aa-44ad-8769-2914654c4844,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
6517bcb2-170b-45f4-b4d5-792a773d4caa,bbe8a1af-6f0d-4153-ae11-c58162c7c6a1,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
c6f8dee3-2093-48c5-89ec-a8f598f6444b,bca5ec8c-77cc-420d-88f7-5b430e6cbb20,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
271738ff-3bff-4afc-ac3d-0f0ce3afa9f3,bc63242f-b1e4-475c-a3a1-a9a6fc0657d6,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
c2523c2c-1881-4b62-bbf7-b76b3ff5e7e4,bb9bc21d-d858-4b0f-9f7e-544621ffd7eb,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
8b380001-9ff0-4fde-956c-615487d2c907,d504fd9c-ae34-41da-81bb-f1354433b364,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
40a4ca3d-d276-4f34-9a86-bd5b508c8e7d,d2cc6128-d67f-4f62-8fb8-8fb1bfe04646,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
340fc219-f714-422e-9fc6-beeec0aa90ff,d7a8058d-b318-4fda-be0f-5002bd681595,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
fad651f5-acf0-4261-843d-01c1ce7c1e6d,d8ee1951-0ffb-49c1-973a-196499e003f2,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
be10c82c-4d6b-4d97-934c-693e3f221d74,e6c388e6-6981-4556-8496-bf9d2424c8f8,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
11297700-8393-4771-a23e-38325b1a7a60,ee8a09ba-68dc-4043-950c-972bdd5914f9,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
e81ae361-39ca-4257-ba19-c3c87628d52d,f7b7e2d3-7c48-413b-83c4-e716459dbf2e,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
28248a4a-84e5-492a-9ef2-6a6cb0102eda,f5a0dd53-566c-4658-9b05-ff5c2d0b7916,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
de6016a2-c744-4c9c-94d0-50f7801c9043,f5442598-6e91-c05d-1f10-71044501ea0b,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
a1047535-1c9f-4074-8f05-7e6ee2391a12,f79d84af-673f-43b8-bbb3-819942ff4eca,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
8d5e2c2a-4918-4b69-9642-29853afe2191,b3f33d7b-e8ab-46c3-824f-97ec57b100b8,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
2edad09f-ef71-47d5-8c4f-025bcf4aef00,0b93690a-2c6a-4fdb-bcd9-8b12cad309eb,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
e6a74fd1-7fd4-4539-9467-40c5a4d97445,a3cfadb5-4901-4860-b6fd-2f99aca99f4a,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
aaf6e551-2a14-4abd-9ad4-b3a49fceffe1,fdd30ef7-e4cf-416a-8db2-c914ef812dc2,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
7016fc97-9eb5-475d-9725-1633d5f60b04,fe44eabe-807e-42b4-9d66-a79938eebf92,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
17943251-d9c3-4f36-9c9a-6345babf63c2,2f0821f1-bd5d-4787-b151-1238647ad446,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
6346e5fb-5837-48a1-966d-cd9464e5c25c,ada69734-abe9-4f58-acaf-7ba03b162f84,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
32a6a6ea-cf10-4f75-9e77-6e5cd9056e5b,d6ff77f4-b8f4-4120-a7cc-e508e4258ab0,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
7b9f248a-bd31-44ac-a4d3-34e0ee83083b,3f37b9d2-0997-4ff9-b8b1-486304923651,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
25764069-ba86-4529-ad8b-005443883718,e9653755-e218-4db8-84ba-bef1335e1fbd,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
d39cd3bb-be35-442b-9df5-9f36cbb2040a,65dfb099-a628-73e8-ab50-af721726e91b,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
74d10eb8-c82b-4807-ad6b-264964440a33,88ff2eb0-f412-4777-a6aa-880e61f6006b,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
c144e172-b98b-43fe-9497-2abd49149e1f,12c291e2-8c54-4a11-ba19-9fe107e3b834,1e35ee58-8dc3-c03b-f223-0a2e9bde90b4
d98e39ab-7df9-4f62-a84d-f503f369ab82,36d4ef94-987a-4d4b-8c30-f03320c3ccd3,70c197ba-8951-14ad-a270-b32053663da9
7fc848ef-03ef-41b5-8bf2-2641b563bfd4,36d88c2c-68aa-43e0-97f6-4b6c597924f3,70c197ba-8951-14ad-a270-b32053663da9
7707c0a2-5984-44be-9303-513c37f737a1,969f87a9-8f84-4ef0-aa37-2b0f43ff38a5,70c197ba-8951-14ad-a270-b32053663da9
da7df762-2757-4069-bada-fafc506f62c5,99c28018-e3d1-434e-b263-c06a88d72e53,70c197ba-8951-14ad-a270-b32053663da9
6b502a4a-df26-42a3-815b-5ee2f64e436d,a133df9e-0b8c-4642-976c-5b24384119b6,70c197ba-8951-14ad-a270-b32053663da9
08d79bcd-d79b-4cbf-a721-0490c52d7695,a1bb6778-744b-4620-92c7-61abf16db218,70c197ba-8951-14ad-a270-b32053663da9
9a9d16f6-0f85-4c25-b85c-504f1f28709c,f25edd05-cf3a-4227-804a-5244afa4f7cb,70c197ba-8951-14ad-a270-b32053663da9
947b954f-760c-4c55-a45e-2c8082548147,f24ddb69-be04-439d-b50a-5dfeef52d2db,70c197ba-8951-14ad-a270-b32053663da9
88ac8b5b-a075-4cdc-9fa6-cdaaba2925ba,fe243046-07fd-409b-8d2b-7ec7b8f4ce57,70c197ba-8951-14ad-a270-b32053663da9
54cd352f-6aee-46cf-8f32-60646982eb76,fe2a94e3-711c-4c99-bffc-794c3b9568e9,70c197ba-8951-14ad-a270-b32053663da9
d2665bb9-35f4-442e-92b0-b667e7dde64b,006b162e-9aa4-4af1-95e3-98bbf0978fcd,e64d226d-1d88-a330-ae45-a66bd201b031
066787e7-c720-40df-86c0-5e970877d38d,00d3dd32-bf7f-1794-2f68-f6421ee854e5,e64d226d-1d88-a330-ae45-a66bd201b031
2c5fb5d0-a97e-4d3d-a24a-fc7a00e39791,026b6309-61c7-47e7-977a-9f893cec9fe7,e64d226d-1d88-a330-ae45-a66bd201b031
83bfe20e-d2e6-414a-ad99-d5ff8aab4c49,02513a42-4f49-43ac-8bca-6d3f20c02be8,e64d226d-1d88-a330-ae45-a66bd201b031
31992d20-9f95-42d5-ad71-f91e2c5b21cc,01a7deaa-e68c-e197-ff3b-b023c64645f8,e64d226d-1d88-a330-ae45-a66bd201b031
580f7f44-9224-4bfd-a1ae-5cb6cbc57055,063c5d85-3b4a-7ce2-31aa-a481ac6bbe6c,e64d226d-1d88-a330-ae45-a66bd201b031
f20f4b5e-3424-4846-91eb-b158476f60c1,05d0ac05-fbd5-4ea0-9322-1afc6dedef51,e64d226d-1d88-a330-ae45-a66bd201b031
33dceff1-7b1b-4747-b71d-cb20272a8b7d,07606ca2-2f1f-43cb-8ec9-14f776fc765f,e64d226d-1d88-a330-ae45-a66bd201b031
6e61b0a7-4ccf-4963-9901-288628534119,0492e624-6a5a-4ecb-95bb-bf749aaa2837,e64d226d-1d88-a330-ae45-a66bd201b031
1e0c1f4e-79a0-4dde-8b87-9031c380249a,073b2a2b-cc4f-46fe-b986-a679dcb5e8fe,e64d226d-1d88-a330-ae45-a66bd201b031
d743c7ec-2094-480b-94ea-df4d4cfeb1ef,06523aae-0397-4d05-9355-bd42b69f4de5,e64d226d-1d88-a330-ae45-a66bd201b031
68223996-7f87-48fc-8018-b0fc080da059,0f83c02c-8705-9b4a-d897-f9dcf3bbd036,e64d226d-1d88-a330-ae45-a66bd201b031
65088d0f-c350-4cb5-9f3b-4b75530363cc,19b5d4dc-9400-41dc-9a7f-2bea6194f501,e64d226d-1d88-a330-ae45-a66bd201b031
d61566af-79e6-471f-b60e-2fa443b80cdf,1960d3b9-ba89-c84c-0f71-32b26a6f7f91,e64d226d-1d88-a330-ae45-a66bd201b031
dd882c6a-3880-4d53-ac20-8ad3199868ad,1b1fb73b-a5c1-4fcb-9aa6-1224af44166c,e64d226d-1d88-a330-ae45-a66bd201b031
a2865aee-ab3c-4be8-a25a-9a64bd1c1e1b,22cbf8f6-ab95-4305-a6be-43383f55ea19,e64d226d-1d88-a330-ae45-a66bd201b031
7d00ca1f-b984-4e38-9beb-8c241ee16cf3,23202e7a-87a2-4c72-bd39-e92dbeb099eb,e64d226d-1d88-a330-ae45-a66bd201b031
2bb5e2fd-4f93-4c4d-ac68-a02b74f681fe,270ce2d5-badc-4dd1-8e47-844a5ca00084,e64d226d-1d88-a330-ae45-a66bd201b031
d651221e-aed2-44fe-af6e-a6626b8ef608,38a91f6b-0b83-4fb8-85c3-47be05cff181,e64d226d-1d88-a330-ae45-a66bd201b031
76493e0d-5c22-4c88-92d3-2891b5dd0820,38bc0e4c-a2ee-0d1a-7649-a29aa9607901,e64d226d-1d88-a330-ae45-a66bd201b031
7dcb0345-39e1-423e-90a5-3a95f86e6ac5,399ba572-7568-47d5-92a3-a64ac64126b1,e64d226d-1d88-a330-ae45-a66bd201b031
8f87e965-83fd-411e-aed8-f4b86134ccc6,36db26f5-c7e0-4c6f-9177-d565aefb5993,e64d226d-1d88-a330-ae45-a66bd201b031
bcd7f313-5aa8-4202-af99-f095355dd7de,482bf430-4e81-4289-85d2-98b9222bbfcd,e64d226d-1d88-a330-ae45-a66bd201b031
3c06e49e-abcb-4338-a0f3-1c4a6a6c6a6c,46fc0837-370d-75d7-3d0f-734b256652c8,e64d226d-1d88-a330-ae45-a66bd201b031
ef5543ef-5a77-4dcf-9692-250a8dfe09fd,483abb4f-7b7d-42a4-aec9-f951aae7585b,e64d226d-1d88-a330-ae45-a66bd201b031
7d54f3d5-abb3-468e-bdc1-7d929437361e,54df3d97-0001-462a-9118-d46b8f7d529a,e64d226d-1d88-a330-ae45-a66bd201b031
18a391b9-c337-480b-b8cb-27dca6500b3a,5a3a4dc5-a668-ef6e-93c0-4338a18e817c,e64d226d-1d88-a330-ae45-a66bd201b031
f83d8eca-208d-4316-8e8d-fdb4e7bbf83f,57efc1bc-f784-4975-9eaf-dbcd1a0965d6,e64d226d-1d88-a330-ae45-a66bd201b031
6799f4b7-a80b-4930-afb0-fcff50f2ac6a,620bbab3-487a-47c3-a855-dc3230d18ec6,e64d226d-1d88-a330-ae45-a66bd201b031
d5679c26-7317-41c4-93e4-8ece4b9d134d,35785152-8b5a-4cb3-8c00-e6aee960305d,70c197ba-8951-14ad-a270-b32053663da9
9af72bb0-cc31-4e91-be28-71f58ce2fa6c,043dc09a-5fc8-4edf-8329-26a2f6aea3b0,70c197ba-8951-14ad-a270-b32053663da9
91b38b86-8607-4c76-b18a-d6437fdae134,20acb509-2620-4568-81a5-b86f0ef7d108,70c197ba-8951-14ad-a270-b32053663da9
d86f5c17-cf3e-4020-95ff-7bef7737674f,21784592-2e3f-4c5d-9435-bb3f575570dd,70c197ba-8951-14ad-a270-b32053663da9
b89909f4-329f-4233-a72b-0b597c75d16a,21626b76-ccab-4f9b-aca1-70a7bf64cc3c,70c197ba-8951-14ad-a270-b32053663da9
467827d3-b0d6-4f8d-920e-6af1bccef1f3,616e22a8-ffd8-4420-014b-57eca5595d74,e64d226d-1d88-a330-ae45-a66bd201b031
e64a91c7-05fe-4291-9286-f4695bd4c296,6674527d-75fd-317a-046a-2bd93346b719,e64d226d-1d88-a330-ae45-a66bd201b031
008a3577-894a-45f3-8cf8-f79e625cd2c9,6aa1b89f-14e7-d4e7-d8cc-ad0f9621da8a,e64d226d-1d88-a330-ae45-a66bd201b031
d885020c-55b2-4690-8bc7-5cb88111e528,686b9379-ba3d-87dc-9e0b-ba078ca762f2,e64d226d-1d88-a330-ae45-a66bd201b031
adeda67c-47f1-4a37-bc36-ab9ac7feb35a,6f369395-0f9f-5339-f126-dafa33f1a731,e64d226d-1d88-a330-ae45-a66bd201b031
998982e1-6195-433b-8358-1e7d2a93e43a,6ad3001f-3499-4162-ac7d-3efa4bf55883,e64d226d-1d88-a330-ae45-a66bd201b031
279215fe-d5a4-4a18-9461-261531494bde,6c1d2632-6ae6-4c34-b583-6b0478bbfd7a,e64d226d-1d88-a330-ae45-a66bd201b031
9eb871d3-e334-487f-9d0c-7eda67bc43c4,9400a7d0-a008-4464-9b3f-c6586a438aab,70c197ba-8951-14ad-a270-b32053663da9
4bb832b5-d1b9-44f7-b867-7e4094db3992,fcfa72f2-a759-4e06-9c65-6dbf8f4df611,70c197ba-8951-14ad-a270-b32053663da9
e264e881-b61e-44a7-9ea1-3c2bcce4d56d,94830392-ca36-4efc-814e-692f5a0ce709,70c197ba-8951-14ad-a270-b32053663da9
6ffaaf29-f317-4339-a9a0-230b27217900,fc1d7bb4-c1f8-454e-8601-38a8facc0eb5,70c197ba-8951-14ad-a270-b32053663da9
e8a962df-cde5-4b8b-a1c0-cc190f94e205,fb74034e-b0bd-433d-b331-fa6b448abbc2,70c197ba-8951-14ad-a270-b32053663da9
40a60347-a608-4fab-a045-c5a37acc4291,6bbd85c0-85ab-0550-f5af-e9d8cfc47d2b,e64d226d-1d88-a330-ae45-a66bd201b031
33fe238e-c0da-45ec-a641-042ded0c23b9,6b6d98ff-5128-4bc4-9467-8f79039787de,e64d226d-1d88-a330-ae45-a66bd201b031
f33fa058-40b1-456f-8776-66d8d338a418,6ccc0d85-d432-4c1e-b7e9-e5d20d4100ae,e64d226d-1d88-a330-ae45-a66bd201b031
b880ab11-cea6-4642-818f-a3ea28acd791,6c74898c-1ee8-434e-b9bd-39b9237b7db9,e64d226d-1d88-a330-ae45-a66bd201b031
8f37056b-fb5a-437f-9b2a-f95f2deb36e4,745e1016-d694-0562-7ed5-f54d6ecf1d8f,e64d226d-1d88-a330-ae45-a66bd201b031
1d630bd8-b273-45d9-bbc2-1ea4af4981ac,7a036435-d5d2-055f-0acc-2dcb25ee425b,e64d226d-1d88-a330-ae45-a66bd201b031
9af6d70b-4d94-4b09-8a51-7151772fd678,7b53e1a4-2a0f-40ae-9517-c4d57ad91ead,e64d226d-1d88-a330-ae45-a66bd201b031
d39dc5fe-d648-4192-abdc-784753466403,7b212a62-5739-934b-86b6-eea527e90ff7,e64d226d-1d88-a330-ae45-a66bd201b031
a90421f2-953a-4400-ac9a-0ff96f4e6614,7f3d3e23-3440-42bb-8b74-e455906fdfa0,e64d226d-1d88-a330-ae45-a66bd201b031
8de922e2-ff3b-4a95-b91d-f839711cf0d9,80c469b7-a7c3-4cd2-ace1-d285ab661a64,e64d226d-1d88-a330-ae45-a66bd201b031
f373b08a-e7f1-420c-b6ee-92987f74ddf8,7cd3aafd-d303-4679-92d4-db2fee673bbe,e64d226d-1d88-a330-ae45-a66bd201b031
3bd541a0-dc9b-459a-b4b6-e95f56fd91c3,7d06bd00-2386-7a04-0e39-23b4037fac2b,e64d226d-1d88-a330-ae45-a66bd201b031
f873aeb4-566f-4d68-bc41-65861d8a114a,7fce2368-4290-403a-9dd2-d3520a200fbe,e64d226d-1d88-a330-ae45-a66bd201b031
235ca1ea-a172-4ecc-93f5-7b12defa174d,810358f4-0ba3-46e7-8a1a-f0cd272cc7e1,e64d226d-1d88-a330-ae45-a66bd201b031
01fb4f57-2ea9-4fa0-98a6-703479968750,81d40968-4759-a599-e118-904202dd019b,e64d226d-1d88-a330-ae45-a66bd201b031
