pkid,name,description,dialplanwizardgenid,clause,resettoggle,tkreset,tkpartitionusage
55ab1590-fa01-39f0-eab1-4fcd1562301e,FXF-HRO-APP-css,FXF Harrison Application Routing,,CO-LO-E911-EGW_par:FXF-HRO-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
66d28027-021f-cb40-e997-41f45850111b,FXLG-LAR-APP-css,FedEx Logistics LAR Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-LAR-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
78c6cd53-c7eb-dba6-c742-6e3318e287ed,FXLG-IND-APP-css,FedEx Logistics IND Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-IND-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
f4ce2fda-09dc-b70a-944a-45758cc304e9,FXLG-XBC-APP-css,FedEx Logistics XBC Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-XBC-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
f436749a-9242-81ae-4ce7-effdd929e126,FXLG-OSG-APP-css,FedEx Logistics OSG Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-OSG-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
f300ec90-f57e-24bd-3684-efc81550357f,FXLG-RVW-APP-css,FedEx Logistics RVW Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-RVW-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
9616fc3d-0676-d467-3457-e8bf99f827aa,FXLG-COL-APP-css,FedEx Logistics COL Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-COL-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
98e06b6e-bd17-6764-2d19-13a5933b594b,FXLG-SFO-APP-css,FedEx Logistics SFO Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-SFO-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
8014e1ca-deea-eff9-f368-70f0cd021d79,FXLG-MIA-APP-css,FedEx Logistics MIA Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-MIA-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
a0b3ad3b-f210-8e5c-a595-c36ea0b655f5,FXLG-SGF-APP-css,FedEx Logistics SGF Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-SGF-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
abea00a1-b5e0-cd2d-bd13-d0b506748626,FSC-KIND-APP-css,KIND CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FSC-KIND-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
b3a4024f-027d-c0bb-7df8-956aa66ce18a,FXLG-DEAR-APP-css,FedEx Logistics DEAR Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-DEAR-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
ec4d07f3-bc49-c95a-bc35-01e7b0496c8d,FXLG-STL-APP-css,FedEx Logistics STL Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-STL-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
ec22307c-2d24-6888-0632-347f6c2df532,FXLG-HNL-APP-css,FedEx Logistics HNL Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-HNL-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
eb74eb85-f1cf-cdcf-e52c-dbd06550b9eb,FXF-FXCC-APP_css,FXCC Site Application Routing,,FXF-FXCC-APP_par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
cd083fd1-9b6c-d957-532e-9ef2b17d9791,FXLG-WTX-APP-css,FedEx Logistics WTX Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-WTX-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
e36fb481-e5c3-a4f7-dc3a-55ec2a06ca95,FXF-CAD-APP-css,FXF Site Application Routing,,FXF-CAD-APP_par:1-FXF_SpeedDial_par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
c00c5233-b592-b942-9966-192f36f04367,FXF-NDV-APP-css,NDV CSS to be Applied to the Lines,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:FXF-NDV-APP-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
e6dec9b1-6d62-23ad-2d4e-8a67385ab67b,FXLG-TUP-APP-css,FedEx Logistics TUP Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-TUP-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
f2a4ecb7-1830-5400-f6f0-3894e9f7f389,FXLG-NSLC-APP-css,FedEx Logistics NSLC Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-NSLC-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
e841c1ef-f433-e59c-5464-e6f87c6bfbf1,FXLG-HQ-APP-css,FedEx Logistics HQ Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-HQ-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
f8907dc4-2785-b25c-c267-57217d92da4f,FXLG-LAX-APP-css,FedEx Logistics LAX Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-LAX-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
0675988d-50bc-88fc-bb4a-70190ad8cbaf,FXLG-CHA2-APP-css,FedEx Logistics CHA2 Site Specific Line Level CSS,,FXLG-CHA2-911-par:1-FXF-SITE-internal_par:FXLG-CHA2-APP-par:1-LOGISTICS-SpeedDial-par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par:2-FXF-SITE-LOCAL-CAN_par:FXF-PSTN_Par,f,2,99
e41d7d3a-3a09-4579-1ae0-624afb4ab4c6,FXLG-BLA-APP-css,FedEx Logistics BLA Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-BLA-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
07e7b8be-6098-b51e-1691-346be6c8b12e,FXLG-ATL-APP-css,FedEx Logistics ATL Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-ATL-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
096d3f68-534c-aa2a-8e73-14191b831b05,FXLG-PLR-APP-css,FedEx Logistics PLR Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-PLR-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
d64f6e79-2dcb-8316-3419-3ebd0a35db77,FSC-GRN-APP-css,GRN CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FSC-GRN-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
0f9ac625-729f-2057-f9a6-7948622398e4,FXF-MAU-APP-css,MAU CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-MAU-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
1155c1f1-5e71-6591-eb09-cc3993b84aa9,FXLG-BRN-APP-css,FedEx Logistics BRN Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-BRN-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
cf6f04fb-45b8-f689-c5db-b71a5d4794e1,FXF-LAL-APP-css,FXF Site Application Routing,,FXF-LAL-APP-par:CO-LO-E911-EGW_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
198e7a9d-1f56-e6f8-ac8d-b1e9c1ec3246,FXLG-MKL-APP-css,FedEx Logistics MKL Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-MKL-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
264f4111-ac45-2696-208f-3e2c3e1c4104,FXLG-SEA-APP-css,FedEx Logistics SEA Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-SEA-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
cd73cf62-3cdc-e875-dc47-a723de4f48ce,FXLG-CHI-APP-css,FedEx Logistics CHI Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-CHI-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
2c0389b7-075d-2734-9a79-c57e57ac57d4,FXLG-MVS-APP-css,FedEx Logistics MVS Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-MVS-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
3278c0d8-f37b-1d1d-1552-bebc960c74e1,FXLG-ELP-APP-css,FedEx Logistics ELP Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-ELP-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
cad45597-e183-4e65-6788-5fe902efb900,FXLG-COOP-APP-css,FedEx Logistics COOP Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-COOP-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
3b3a6f52-a9b7-4064-10e2-7082e86a4482,FXLG-CCT-APP-css,FedEx Logistics CCT Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-CCT-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
401686de-3da0-cb99-2553-5824925cda98,FXLG-ROS-APP-css,FedEx Logistics ROS1 Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-ROS-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
c3016225-1a37-7807-9210-bd7b2bb092ca,FXLG-DEN-APP-css,FedEx Logistics DEN Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-DEN-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
4087f7b2-6767-57fb-4733-6a0142da1a78,FXLG-JFK-APP-css,FedEx Logistics JFK Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-JFK-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
4200f712-5b24-d84a-ebe7-1bb07e293e02,FXF-BZM-APP-css,BZM CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-BZM-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
c27bd5f4-5400-8403-d998-0e53fbe904f9,FXLG-CHL-APP-css,FedEx Logistics CHL Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-CHL-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
4d9554ea-a37a-d448-a74e-a5470305bdfb,FXLG-OTA-APP-css,FedEx Logistics OTA Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-OTA-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
4f9f21b4-22a5-a321-1fc5-c7eee99d6cbc,FXLG-JBR-APP-css,FedEx Logistics JBR Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-JBR-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
be2baf7c-7eee-b7e4-81da-92f6b19fab1d,FSC-HQ-APP-css,HQ CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:CO-LO-E911-EGW_par:FSC-HQ-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
55b31221-5a4f-cfd1-9c2a-329fdbe6dc01,FXLG-ROM-APP-css,FedEx Logistics ROM Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-ROM-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
56afbe0f-96dc-4bd9-8baf-d589c40527ff,FXLG-VAN-APP-css,FedEx Logistics VAN Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-VAN-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
bdee972a-99e1-5a6d-ceb2-83c86699bce1,FXLG-PCY-APP-css,FedEx Logistics PCY Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-PCY-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
5b0826b2-1057-c7e5-5960-87d7c375e3d6,FXLG-DAL-APP-css,FedEx Logistics DAL Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-DAL-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
5daaf0fb-374c-ce07-3b19-f1febd6cab00,FXLG-TYN-APP-css,FedEx Logistics TYN Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-TYN-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
bdd0e180-2104-9355-2b8b-5924927e0f66,FXLG-NOR-APP-css,FedEx Logistics NOR Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-NOR-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
6c9623ba-0f34-7a29-bbb1-9ec9e0f3323d,FXLG-BOS-APP-css,FedEx Logistics BOS Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-BOS-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
84dfb8af-76b0-6795-3186-ef6a3b537001,FXLG-WIN-APP-css,FedEx Logistics WIN Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-WIN-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
bc638510-43de-0600-d139-b4e51e0283aa,FXLG-SWE-APP-css,FedEx Logistics SWE Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-SWE-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
87dbf7e2-ded2-998d-86bc-ab6beea36f04,FXLG-CPM-APP-css,FedEx Logistics CPM1 Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-CPM-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
88387f8a-c4d5-e351-8baf-eee6c2b6b407,FXLG-MMP-APP-css,FedEx Logistics MMP Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-MMP-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
bbbca004-04c4-4020-ef1c-0baa8dcf6cf7,FXLG-CHR-APP-css,FedEx Logistics CHR Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-CHR-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
9929c71d-2190-1b8b-07b0-c429a7129bec,FXLG-FHI-APP-css,FedEx Logistics FHI Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-FHI-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
9fe223c2-6fcb-a8d6-3108-e0d0a0e34ef5,FXLG-MCA-APP-css,FedEx Logistics MCA Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-MCA-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
b91cd673-8431-3416-3a4c-e7bb419b9fad,FXLG-MTP-APP-css,FedEx Logistics MTP Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-MTP-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
a320e177-e674-4113-1c9f-dd8af957fe0e,FXLG-LOS-APP-css,FedEx Logistics LOS Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-LOS-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par,f,2,99
ac7af56c-65ba-8287-2262-fbeb6eab7227,FXLG-CHA1-APP-css,FedEx Logistics CHA1 Site Specific Line Level CSS,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXLG-CHA1-APP-par:1-LOGISTICS-SpeedDial-par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par:7-FXF-CORP-URI_par:2-FXF-SITE-LOCAL-CAN_par,f,2,99
ae405eb5-ccd2-ea6a-ef96-de93a00faa2c,FXLG-PHO-APP-css,FedEx Logistics PHO Site Specific Line Level CSS,,CO-LO-E911-EGW_par:1-FXF-SITE-internal_par:FXLG-PHO-APP-par:1-LOGISTICS-SpeedDial-par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:6-VMPilot_par:7-FXF-CORP-URI_par:4-FXF-SITE-International_par,f,2,99
1e1e1b74-a624-d8cc-34b5-80361508462d,FXF-CUC-INBOUND-css,Inbound routing from CUC,,VMRestricted_par:1-FXF-SITE-internal_par:6-VMPilot_par:VM_Outdial_par:2-FXF-SITE-LOCAL_par:FXE-FIELD-A-INTERNAL_par:NA-Local_par:FXE-FIELD-A-CUC-NORMALIZE-par:VM-IN-DIAL-par:FXE-FIELD-A-RDUR-APP_par:FXE-GlobalDID-par:FXE-GlobalExt-par:FXE-CANPSTNNational-par:FXE-GlobCTI-par:FXE-CUC-8-To-10-TP-PT,f,2,99
eeba249c-1f96-7946-c73a-4b5e0db394cf,XFORM-EGEA-MGCP-ANI_css,Applied to site gateway configuration in CUCM,,XFORM-EGEA-MGCP-ANI_par,f,2,99
27766926-7813-4fd5-1e65-fa3c7c572d3f,FXE-PIRA_CngPTP-xform-OUT_css,FXE-PIRA Transforms numbers as they leave GW,,FXE-PIRA_CngPTP-xform-OUT_par,f,2,99
9edb66c2-4eb6-f937-0256-2b3a56dd576b,XFORM-FTCA-MGCP-DNIS_css,Applied to site gateway configuration in CUCM,,XFORM-FTCA-MGCP-DNIS_par,f,2,99
362605ee-e4c5-5b6f-cf63-bbdc9f6819c8,ISNA_911_css,911 for ISNA,,ISNA_911_par,f,2,99
5def76b6-a82e-5465-70c0-fa10b87eedcb,FXE-FIELD-A-PKBA-APP_css,PKBA CSS Applied to the phone lines and Gateway,,BLOCKED-GENERAL_par:FXE-FIELD-A-PKBA-APP_par:FXE-FIELD-A-INTERNAL_par,f,2,99
d2939112-b993-377b-e0c0-183676d1686d,XFORM-MCEA-MGCP-DNIS_css,MCEA Applied to site gateway configuration in CUCM,,XFORM-MCEA-MGCP-DNIS_par,f,2,99
