pkid,name,description,dialplanwizardgenid,clause,resettoggle,tkreset,tkpartitionusage
34f57d8d-17b3-4e1c-8cb8-bb675546fa14,FXS-SME-SIP-INBOUND_css,FXS-SME-SIP-INBOUND_css,,FXS-SME_SIP-INBOUND_par:7-FXF-CORP-URI_par,f,2,99
ec1746f2-303a-66fa-ce42-5322b669a44b,FXF-ORL-APP-css,ORL CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-ORL-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
b855ba05-29d0-c2da-6957-a121050b3406,FSC-HYCA-APP-css,HYCA CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FSC-HYCA-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
f9e7f0c3-ea8f-49dc-0803-53a40368ed01,FXF-ANB-APP-css,ANB CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-ANB-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
3f64d228-1169-7809-f5bb-b4588aa9353b,FXF-ABY-APP-css,ABY CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-ABY-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
28422e92-83ea-b392-652c-7f7bdd7feb81,FXF-WNJ-APP-css,WNJ CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-WNJ-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
33a582c5-3f76-8f8e-7952-0c83f325bf50,FSC-ULJV-APP-css,ULJV CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FSC-ULJV-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
8105fe11-af77-a14e-19ca-d67185c7dd15,FXF-DLH-APP-css,DLH CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-DLH-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
9a371bfa-21d0-aaa1-0833-3f5026d41523,FXF-PHX-APP-css,PHX CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-PHX-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
c7539029-784e-083a-632e-236b75af5948,FXF-SBG-APP-css,FXF Site Application Routing,,FXF-SBG-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
a9fc3e08-835c-60c2-ebe9-306d517e72a0,FXF-PRS-APP-css,PRS CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-PRS-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
6e92532b-aaaf-0be0-3948-30e56cd51c40,FXF-LAL-Mail-css,Lakeland Elevator Ring Down CSS,,FXF-LAL-MAIL-par:1-FXF-SITE-internal_par,f,2,99
ad635c15-53be-f6c9-5b61-2d2bfcccd3e9,FXF-CGX-APP-css,CGX CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-CGX-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
e5f33220-5262-bf19-2c20-2379b3f56ab5,FXF-BRY-APP-css,BRY CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-BRY-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
c74a8585-752b-3afb-9e75-7b61f31db949,FXF-DAY-APP-css,DAY CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-DAY-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
8eb780af-fe2a-44ca-1502-c27dc73c7256,FXF-FAY-APP-css,FAY CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-FAY-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
37f4c90b-933f-b7fb-be19-cd1af515bf36,FXF-PHN-APP-css,PHN CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXF-PHN-APP-par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
534f08e4-8466-79a5-be0f-1a19f1f007f4,FXF-HOT-APP-css,HOT CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-HOT-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
0917cf66-bff1-7a1c-872c-edbc3742c0ed,FXF-TAC-APP-css,TAC CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-TAC-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
70512c4c-6c7b-65ed-2f5c-ffa321d4a0e1,FXF-RKI-APP-css,RKI CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-RKI-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
34c0863e-0545-e286-1b2c-18a5b7934ddf,FXF-PAS-APP-css,FXF Site Application Routing,,FXF-PAS-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
4fb71d01-db8c-6596-a258-d19c8da2114d,FXF-AVO-APP-css,FXF Site Application Routing,,1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXF-AVO-APP-par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
30ddc420-e14e-aafa-ba7f-e3100eec7ce3,FXF-BOS-APP-css,BOS CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXF-BOS-APP-par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
dc61c42c-0c69-0210-2346-23e170d59b48,FSC-MONG-APP-css,MONG CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FSC-MONG-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
66fd80ef-6910-b5e4-7d97-1c6f6d6cd916,FXF-COU-APP-css,COU CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-COU-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
96b5ed88-b99f-680b-e1ac-1eeb6dc46790,FXF-PET-APP-css,FXF Site Application Routing,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXF-PET-APP-par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
745d18ff-8d92-bebb-0bec-a1c23f0f1ddb,FXF-TGO-APP-css,TGO CSS to be Applied to the Lines,,FXF-TGO-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
fc1efe0b-90bf-e427-747f-374e0371024f,FXF-OKC-APP-css,FXF Site Application Routing,,FXF-OKC-APP-par:BLOCKED-GENERAL-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
5e04ac8a-3094-652b-c9f2-fbbca7e0aebd,FXF-NAT-APP-css,FXF Site Application Routing,,FXF-NAT-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
1607459e-870a-8735-ac81-15dfc1d1ab6a,BLOCKED-GENERAL-css,Enterprise-Policy Denied Numbers Blocked CSS,,BLOCKED-GENERAL-par,f,2,99
cf09c129-a8aa-0532-2704-8994a2362dff,FXF-SYR-APP-css,SYR CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-SYR-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
18105ca7-674e-7ab1-b5b1-4623586c9d9e,XFORM-MGCP-DNIS-OUT-css,Localize Egress PSTN DNIS to match telco Req,,XFORM-MGCP-DNIS-OUT-par,f,2,99
ea9bc65c-a1d3-b677-6029-941f627267c6,FXF-HRL-APP-css,HRL CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-HRL-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
13ffb935-e5ae-d962-4055-a84ebbe6df29,FXF-WNP-APP-css,WNP CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-WNP-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
c1203aca-27bb-973f-6095-afc61df4af9f,FXF-NWA-APP-css,FXF Site Application Routing,,FXF-NWA-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
96f9c840-7822-0180-ae6d-116f51e0ef77,FSC-ULIL-APP-css,ULIL CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FSC-ULIL-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
5b9abe87-95e1-4875-efff-0fb01c1e18d4,FXF-RDU-GW_css,,,FXF-RDU-GW_par,f,2,99
47d32864-5557-4b9d-fc46-435dcdde139b,FXF-DTR-APP-css,FXF Site Application Routing,,BLOCKED-GENERAL-par:FXF-DTR-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
da623bf6-9a5c-4c11-dbb2-37989d37eed8,XFORM-MGCP-ANI-OUT-css,Localize Egress PSTN ANI to match telco Req,,XFORM-MGCP-ANI-OUT-par,f,2,99
7e0a9137-9970-30d5-3232-16e19adc2292,FXF-SFL-APP-css,SFL CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-SFL-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
6ef7fe70-bd25-a025-66de-b8a3ed63c769,FXF-911_css,FXF 911 Calling,,1-FXF-SITE-911_par,f,2,99
5fbbf212-e311-5d56-cbfc-011ad5fd61a9,FXF-HBG-APP-css,HBG CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-HBG-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
fd269e1d-1f10-3a1e-e2a7-96a5fa9a7210,FXF-LVM-APP-css,LVM CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-LVM-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
39f39760-6851-4100-09d4-9515794c5521,FXF-GBO-APP-css,GBO CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-GBO-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
b9f1bc38-8417-f029-e556-a48e302494c1,FXF-RSG-APP-css,RSG CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-RSG-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
d128bf39-02db-c967-fc00-499c94c752e7,FXF-SBN-APP-css,SBN CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-SBN-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
d017c8e3-e8e1-b9a0-5fa3-51cf59dab856,FXF-MSN-APP-css,MSN CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-MSN-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
e975a9af-215f-e5aa-c8c2-29531ed716e7,FXF-FNT-APP-css,FNT CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-FNT-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
f1c31561-e62e-bcd2-9004-ac2390a5a8f7,FXF-FAR-APP-css,FXF Site Application Routing,,FXF-FAR-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
70841b5b-6b56-73fd-9fa7-53dd7d3fbb26,FXF-PER-APP-css,PER CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-internal_par:1-FXF-SITE-911_par:FXF-PER-APP-par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
7bcafb73-c481-0cdd-d4f7-cdc2b67735a1,FXF-WAT-APP-css,WAT CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-WAT-APP-par:1-FXF_SpeedDial_par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
a211ff4f-8477-5b9e-35f6-9d7116c6ede9,FXF-LIN-APP-css,LIN CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-LIN-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
40f6920f-7122-b5e9-e451-55a4fadce240,FSC-TRPA-APP-css,TRPA CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FSC-TRPA-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
135a381d-4966-8610-7474-c2cc2d45def4,FXF-PVD-APP-css,PVD CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-PVD-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
28aa48cf-5f65-f5fc-8fa7-23eea95308e3,FXF-BMM-APP-css,BMM CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-BMM-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
cd74723f-0a63-8d2a-3653-83b7179791fb,FXF-EAB-APP-css,EAB CSS to be Applied to the Lines,,1-FXF-SITE-911_par:FXF-EAB-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
cfa57e7a-ff1c-049b-f538-0ec7601e63ae,FXF-OSK-APP-css,OSK CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-OSK-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
cab98f13-2e70-074e-f420-9beedfd55aed,INBOUND_ICT_CSS,Inbound Calling Search Space for ICT,,1-FXF-SITE-internal_par:1-FXF_SpeedDial_par,f,2,99
996f7f24-1482-8064-8825-8f03c99fbdf8,FXF-NORMALIZE-css,Normalizes 11-Digit LD to 10-Digit LD,,FXF-INTERNAL-par:FXF-NORMALIZE-par,f,2,99
b348b17b-fa70-83f4-665d-892c68b93ef3,FXF-Global-PSTN_SME_css,FXF PSTN Calls to Global Route List Calling,,FXF-PSTN_SME_Par:1-FXF-SITE-internal_par,f,2,99
87ed001e-793b-63f3-ca8f-aece0a66d954,FXF-ODS-APP-css,FXF Site Application Routing,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXF-ODS-APP-par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
4b2a5b0a-ff1e-9e1f-97c0-f4daf043ae26,FXF-ONG-APP-css,FXF Site Application Routing,,FXF-ONG-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
2a2c34e4-7564-5354-0183-182cdf4173b5,FXF-FXCC-SEC_css,FXCC Security Paging CSS,,FXF-FXCC-APP_par:FXCCsecurityPage-par:FXCC-LOCAL_par:1-FXF-SITE-internal_par:FXCC-911_par:FXCC-LD-SME_par:FXCC-INTERNATIONAL_par:6-VMPilot_par,f,2,99
7508366a-7c3f-6a3e-fe84-b80f736f5e61,FXF-GVN-APP-css,FXF Site Application Routing,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXF-GVN-APP-par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
42709de2-7cda-13cc-b0fa-6caaec73a606,FXF-NSL-APP-css,FXF Site Application Routing,,1-FXF-SITE-911_par:FXF-NSL-APP_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
68a288e6-2786-db4d-9992-df0c2335792f,FXF-NSD-APP-css,FXF Site Application Routing,,FXF-NSD-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
e80c448f-bc22-d0f6-908c-c415ca6bb8e5,FXF-DCU-APP-css,DCU CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:FXF-DCU-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
8b43c7ec-b589-e833-b754-09152f58b8e4,FXF-ZZV-APP-css,FXF Site Application Routing,,FXF-ZZV-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
b7d8a27c-c59f-339f-96a2-2ca50804b7cd,FXF-AVL-APP-css,AVL CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-AVL-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
d02fad6c-d71e-b2c3-869a-63c231da4bab,FXF-MDW-APP-css,MDW CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-MDW-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
6fa9f3ed-f15e-4d3c-775a-cc3761b5da8d,FXF-PLB-APP-css,FXF Site Application Routing,,FXF-PLB-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
097434f2-e680-45e6-b63e-f2116b62f362,FXF-BLS-APP-css,FXF Site Application Routing,,FXF-BLS-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
5359a2a5-0c95-50d9-138b-7b235ecd3248,FXF-EUG-APP-css,EUG CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-EUG-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
1f2a0afa-d321-c1cc-50ac-1d2e1f2a6da8,FXF-PST-APP-css,PST CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-PST-APP-par:1-FXF-SITE-internal_par:2-FXF-SITE-LOCAL_par:1-FXF_SpeedDial_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
991d1698-ef9a-77e5-c6c3-040188c693d9,FXF-GLD-APP-css,GLD CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:FXF-GLD-APP-par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
489e8669-e3fc-51b3-1d98-6e60699379cf,FXF-RAP-APP-css,RAP CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-RAP-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
bcae008f-5ef1-4518-1a31-0f369c779298,FXF-WTL-APP-css,WTL CSS to be Applied to the Lines,,BLOCKED-GENERAL-par:1-FXF-SITE-911_par:FXF-WTL-APP-par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
5453c9f8-3a95-c59b-e0e3-eb1d47a6fde9,FXF-EVT-APP-css,FXF Site Application Routing,,FXF-EVT-APP-par:1-FXF-SITE-911_par:1-FXF-SITE-internal_par:1-FXF_SpeedDial_par:2-FXF-SITE-LOCAL_par:3-FXF-SITE-LD-SME_par:4-FXF-SITE-International_par:6-VMPilot_par,f,2,99
