pkid,fkroutegroup,selectionorder
e9c8e873-fd62-4998-8f76-9e96c3973eb6,c996fe86-895d-ae76-f43e-cc6966575bba,1
6332193d-4380-4e58-98fa-5082b12d8720,586e5ade-a8ee-2e7e-cbe1-ff44d7155df8,1
c46667bf-8787-44f4-9972-9f22286aae4c,f02026a1-2fe3-95b4-c572-7fa0346736ae,1
bf89eea0-8802-4aa5-8113-90265501915d,89edec73-23fe-b8a2-469a-c2632ea0697b,1
b9241300-622a-4361-9aa4-0a9041b262b9,1f5d88a3-cf5a-9444-2b3c-073754d8e4e8,1
54cc1ed8-bf2a-4ed8-b822-c3bfe2175f12,e3f15781-ff3c-8362-3b77-5e0c8fea1787,1
0678d428-b4a5-4dde-abad-d99900eabe3c,d9f05c1e-223f-fe5f-2af1-d4ea4e1f2d07,1
eefe4751-376f-44bc-b09c-a059baab8a54,33282ea6-79fd-895e-3900-24f587413f7e,1
6f4b9aec-d334-498f-9406-a620479ab12d,e1bfbaa8-407f-6751-222d-73d07c489373,1
0df49f3a-4ab9-4f58-8400-707915f97323,412dd53a-ea1e-8c97-116f-71e03f8b8524,1
c31a951f-3c58-41a8-a530-51c69448574c,05dd5165-b676-a680-e3b1-968897a13f73,1
20dbb90d-5b7b-4a23-8e2d-9cf899a94835,16c6f940-4411-5605-6a7d-b9352340bb9a,1
719cdd75-44c1-474a-a8d1-ef0189071a8a,f3199c6b-ec75-3245-cce7-ec37a8d0173e,1
bf2c94aa-5171-403e-b900-7baf4fa79438,6fd29519-8ebd-b1f1-7669-704c8118ecf2,1
2fe0f2dd-8621-45f0-be63-edf90f696460,a5336a27-3442-1602-45cb-968df4c508fe,1
2bf70637-ec62-4f0a-a7b9-e93debe5d042,2613b9c5-4fdd-6ef8-54ac-c1417d46bd55,1
927578b6-3b17-4356-ab1d-af3133b105ef,3f995305-cfd3-4ba5-bc42-7a8cff4284d4,1
