pkid,name,description,dialplanwizardgenid,fktimeschedule,tktimezone,useoriginatingdevicetimezone,resettoggle,tkreset,tkpartitionusage
4a38ccb1-4a23-4c03-bfc2-e60ac10c25e1,XFORM-AMWA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
a1a28516-2aa8-439a-81aa-ba6c2c6ad6b7,FXE-FIELD-A-SBNA-APP_par,SBNA Site Specific Dial Partition,,,22,t,f,2,99
63aa13b5-b89a-4d6d-ab05-78173e782de1,FXE-SLCR_CngPTP-Xform-GW-IN_par,FXE-SLCR Gateway IN Transformation Partition,,,22,t,f,2,99
47496fb1-46ab-445d-af84-1f23470b2ef8,IADVK_911_par,IADVK_911_par,,,22,t,f,2,99
b4db5c0e-b730-4d68-a728-3a91d90b036a,FXE-FIELD-A-NMZA-APP_par,NMZA Site Specific Dial Partition,,,22,t,f,2,99
d81bbbfc-6536-4ff7-a4a8-68f300b38b27,DCLEG_911_par,DCLEG_911_par,,,22,t,f,2,99
63c95589-cc54-4bb1-a6f2-76cc1f03d2c2,FXE-FIELD-A-PKBA-APP_par,Site specific partition,,,22,t,f,2,99
3a5f9bda-92ba-4a7d-adcb-30722f12b421,FXE-FIELD-A-BRDA-APP_par,Site specific partition,,,22,t,f,2,99
8f70aa43-31f9-40df-868a-438ab3904be3,XFORM-MKCA-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
1736ce1f-d114-4b80-b80f-f0176306250f,FXE-FIELD-A-HIBA-APP_par,FXE-FIELD-A-HIBA-APP_par,,,22,t,f,2,99
5affc52a-132a-4985-b3df-add9c8f37254,XFORM-CRXA-MGCP-DNIS-par,CRXA Normalization partition,,,22,t,f,2,99
627771d5-a8bc-4e29-8663-c742e14a70e7,XFORM-DAYA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
69f91c60-b3ce-4808-a2f7-daa6ac6de623,SNAR_PSTN_par,SNAR_PSTN_par,,,22,t,f,2,99
d68dd830-b45a-4d2c-ad7f-ff944a6b832d,FXE-FIELD-A-BVYA-APP_par,BVYA Site Specific Dial Partition,,,22,t,f,2,99
7cc28fda-583a-45ac-bb4e-723d97539aff,XFORM-DTWA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
83b777ad-be14-4540-ab18-46df7a906c3d,XFORM-MFEA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
b22e95b8-87a6-479c-8ccb-5dc049370f44,FXE-FIELD-A-LAWA-APP_par,LAWA Site specific partition,,,22,t,f,2,99
df050fa9-a617-423e-9b3d-99f378e7d52f,SWFR2_PSTN_par,SWFR2 PSTN partition,,,22,t,f,2,99
e3db5c9c-5a7a-4622-be7d-639314e737ae,XFORM-MCNA-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
42dddcab-4f88-4458-84a5-5215ded575e3,XFORM-LAXR-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
d6fd71a1-9b5c-4db2-bf15-818968776459,XFORM-PSMA-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
a0138eb7-4025-4dc0-9ef5-ceabc2772eec,XFORM-OAKRT-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
2f78ad39-df63-46ea-9df8-db5d2d26c3ef,XFORM-SUAA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
ac14035b-873f-4a76-b22a-c45645262e5d,XFORM-KLSA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
f594faed-d629-4f95-8da2-85d8d9ce2556,FXE-FIELD-A-BFFA-APP_par,BFFA Site Specific Dial Partition,,,22,t,f,2,99
4455dd1c-07fb-4aa6-a225-0e71c5402573,XFORM-DENR-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
1b7e0925-829b-497f-a635-15fc589a55b5,FXE-FIELD-A-DTWRT-APP_par,DTWRT Site Specific Dial Partition,,,22,t,f,2,99
fe2535a7-edfc-4037-bdac-15533f8c8320,FXE-FIELD-A-MEJA-APP_par,Site specific partition,,,22,t,f,2,99
eb98cc9f-444f-412c-88e0-6ecfaabb35de,XFORM-MMIA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
0460aeb1-c127-443d-bf25-d9156e59ec02,FXE-FIELD-A-NORMALIZE-par,FXE-FIELD-A-NORMALIZE-par,,,22,t,f,2,99
102fa0b5-74ab-4a00-addd-8b1c27c1875d,FXE-FIELD-A-CHAA-INTERNATIONAL-par,FXE-FIELD-A-CHAA-INTERNATIONAL-par,,,22,t,f,2,99
2f9480d2-f354-4cc7-a071-233cdbc384fd,FXE-FIELD-A-MLIA-APP_par,MLIA Site Specific Dial Partition,,,22,t,f,2,99
c4ab9bf7-ef58-4840-9d8c-1216b8e3278d,FXE-FIELD-A-LCKR1-APP_par,LCKR1 Site Specific Dial Partition,,,22,t,f,2,99
f3c208bc-ef44-4e29-864f-b9731f079112,XFORM-MWOA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
dae30fcc-f6e8-4605-b6ed-e4551821c6f8,FXE-FIELD-LBFA_911_par,FXE-FIELD-LBFA_911_par,,,22,t,f,2,99
595b0eb6-77d9-4f20-817e-7f3fb420f942,XFORM-MLBA-MGCP-ANI_par,XFORM-MLBA-MGCP-ANI_par,,,22,t,f,2,99
35cd0a18-7ed9-4b5c-90f7-23d07e4f4d53,DCLEG_CngPTP-Xform-IN_par,DCLEG CngPTP IN Transformation Partition,,,22,t,f,2,99
a5a5f3da-243c-4cea-b66f-41fc82123157,FXE-FIELD-A-HHRA-APP_par,HHRA Site specific partition,,,22,t,f,2,99
394706f4-83ad-47ca-b43b-736acd4bed26,FXE-FIELD-A-FAYA-APP_par,FAYA Site Specific Dial Partition,,,22,t,f,2,99
38592a26-69fc-42f4-9b9f-c9473c9cb7bb,FXE-FIELD-A-FFTVM-APP_par,FFTVM Site Specific Dial Partition,,,22,t,f,2,99
027e97c8-9c27-4c14-9510-fbed8499df2b,FXE-FIELD-A-CSVA-APP_par,CSVA Site Specific Dial Partition,,,22,t,f,2,99
f7163e63-b3ef-4bc5-8878-d94eb940688f,FXE-FIELD-A-PWKA-APP_par,PWKA Site Specific Dial Partition,,,22,t,f,2,99
106ea9b9-50cf-476d-952a-f506972dce0a,FXE-FIELD-A-ICTMX-APP_par,ICTMX Site specific partition,,,22,t,f,2,99
a879b87d-3854-4917-a450-073cd52d79e2,XFORM-MCFA-MGCP-DNIS_par,MCFA Contains per-site Called Party Transformation,,,22,t,f,2,99
1981df51-6d8b-4403-9054-62b8e0dc838c,FXE-FIELD-A-PBIR-APP_par,FXE-FIELD-A-PBIR-APP_par,,,22,t,f,2,99
90b90850-076f-4d20-9b26-75cbc89d76be,MRIA_911_par,MRIA Devices,,,22,t,f,2,99
ce32c4b9-7b14-4135-a786-e86c015c77cf,FXE-FIELD-A-PWMR-APP_par,Site specific partition,,,22,t,f,2,99
1d9f69d9-c866-4223-bf9e-993a9a6b4268,XFORM-AOHA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
1324bc06-6f58-4ec8-8690-cb8f699e789b,FXE-DALA_CngPTP-xform-GW-OUT_par,FXE-DALA_CngPTP-xform-GW-OUT_par,,,22,t,f,2,99
3dd1961d-f12a-4a65-895a-a3cb6af16a53,FXE-FIELD-A-ORFR-APP_par,ORFR Site Specific Dial Partition,,,22,t,f,2,99
5c7dfa30-4593-443a-b533-3eff44857b8b,FXE-FORM-ITOA2-MGCP-DNIS_par,FXE-FORM-ITOA2-MGCP-DNIS_par,,,22,t,f,2,99
dbae808b-5087-462e-a721-16ef63ce6df6,FXE-FIELD-A-APFA-APP_par,APFA Site specific partition,,,22,t,f,2,99
deb33502-5ea9-412f-bf40-b5df96bb01b5,XFORM-GTRA-MGCP-DNIS-par,GTRA Normalization partition,,,22,t,f,2,99
a6591c69-ec21-44e4-8efa-30b3220feb9f,FXE-FIELD-A-CVNA-APP_par,Site specific partition,,,22,t,f,2,99
77881e6c-1cff-4501-b91d-55fab6c25d5b,FXE-FIELD-SMFWK_CngPTP-xform-GW-OUT_par,FXE-FIELD-SMFWK_CngPTP-xform-GW-OUT_par,,,22,t,f,2,99
c69a0a00-aa52-48bc-a5c8-02bb298f52a7,XFORM-SDFR-ANI_par,XFORM SDFR ANI par,,,22,t,f,2,99
b5cf7047-cbf1-490b-81a3-ef70817bda97,OMAR_Internal_par,OMAR_Internal_par,,,22,t,f,2,99
f9ed827f-1ec9-4451-99d6-046a7b4434b3,XFORM-GCYA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
32454441-6d90-42ff-8aeb-e1d1b71151c1,XFORM-MCWA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
69843a34-e266-4777-8d12-cd5cb04b1fe1,FXE-FIELD-A-CLMA-APP_par,FXE-FIELD-A-CLMA-APP_par,,,22,t,f,2,99
2a9dcbd6-9acd-4297-96a1-92b0b3676ec7,FXE-FIELD-A-LCKR-APP_par,LCKR Site Specific Dial Partition,,,22,t,f,2,99
779de40d-9689-43a6-b1ae-cf42d11d4c04,FXE-FIELD-A-COSDC-LOCAL-PT,FXE-FIELD-A-COSDC-LOCAL-PT,,,22,t,f,2,99
1e8b9ae0-607d-480c-8adf-aceb3ad0ff87,FXE-FIELD-A-OGDVM-APP_par,OGDVM Site Specific Dial Partition,,,22,t,f,2,99
9d2fdac3-d7fd-433a-9cea-c739c86012e4,XFORM-FTYA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
eb9dc3af-33ec-4cb1-b5e5-aad750746ef0,CKBA_911_par,CKBA_911_par,,,22,t,f,2,99
6282b0d8-10d3-46ae-95e8-a6da9fef3733,ISNA_CngPTP-xform-OUT_par,ISNA CngPTP OUT Transformation Partition,,,22,t,f,2,99
87786909-02a6-43ee-b7e5-703e79dee615,XFORM-PSCA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
7466dc97-d9ee-428a-98f5-d890f30b6500,XFORM-BTMA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
c1d901a6-c8bb-44b4-b1eb-cd8c05eaede1,XFORM-EATA-MGCP-DNIS_par,EATA Contains per-site Called Party Transformation,,,22,t,f,2,99
43431515-bd7e-4af4-af80-6e45bda96951,FXE-SLCR_PSTN_par,FXE-SLCR PSTN partition,,,22,t,f,2,99
ee8b82a2-8326-4539-889d-af4ff534ab25,XFORM-FLLRT-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
48f0854c-7c6d-4f51-9935-5e68e814d6f1,FXE-FIELD-A-ROAR-APP_par,ROAR Site specific partition,,,22,t,f,2,99
f6785ceb-872d-4cb4-bab6-4d28d800acd8,XFORM-ELPA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
78a7052c-68d8-436e-9c81-a0f91839edee,XFORM-LYHA -MGCP-DNIS_par,LYHA Contains per-site Called Party Transformation,,,22,t,f,2,99
921c1753-b04d-46dd-9794-7c3a2e2f0c5f,XFORM-NYCS-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
f55407f7-61fd-4efb-87aa-20ac35235d0a,FXE-FIELD-A-BPAA-APP_par,BPAA Site Specific Dial Partition,,,22,t,f,2,99
c509858e-e621-4acc-8fe3-35b60dd9630f,FXE-MSPWK_CngPTP-Xform-IN_par,FXE-MSPWK CngPTP IN Transformation Partition,,,22,t,f,2,99
25c4f883-dd40-42fa-b0e5-9eca740a1ad8,FXE-FIELD-A-SATA-APP_par,Site specific partition,,,22,t,f,2,99
0bb88d3f-229c-40c6-bdb2-a43d0e282bc6,FXE-FIELD-A-MDTA-APP_par,MDTA Site Specific Dial Partition,,,22,t,f,2,99
41e58fce-0e40-462f-9051-f5cd75275364,XFORM-ROAR-MGCP-ANI_par,ROAR Contains per-site Called Party Transformation,,,22,t,f,2,99
930bcd04-581a-4c5f-80f4-b0d9b74c98d1,XFORM-MIAR-HIKA-DNIS_par,XFORM-MIAR-HIKA-DNIS_par,,,22,t,f,2,99
ba1fc399-84f7-45d0-8421-17cf5674e151,CVGR_CngPTP-xform-GW-OUT_par,CVGR Gateway OUT Transformation Partition,,,22,t,f,2,99
f52572bb-8165-40ca-9f5c-49c30d0ec11a,FXE-FIELD-A-JVIS3-APP_par,FXE-FIELD-A-JVIS3-APP_par,,,22,t,f,2,99
90a8849c-4787-434f-8f48-997b2ad1f5b7,FXE-FIELD-A-SMFRT-APP_par,SMFRT Site Specific Dial Partition,,,22,t,f,2,99
1e4c8cdb-3cfb-4188-840b-1869b6dc3fd8,BHMR_ELEVATOR,BHMR Elevator Phone,,,22,t,f,2,99
e76cb7db-e27b-4174-8bcf-5bf5fc2e739f,XFORM-FCAA-MGCP-ANI_par,FCAA Contains per-site Called Party Transformation,,,22,t,f,2,99
a733718e-fe2b-487d-b7de-c30a9fbd29fa,FXE-JGLRC_CngPTP-xform-GW-OUT_par,FXE-JGLRC_CngPTP-xform-GW-OUT_par,,,22,t,f,2,99
b0387421-80ee-481a-8fc5-9cfffe663ee2,EWRRT_CngPTP-Xform-IN_par,EWRRT CngPTP IN Transformation Partition,,,22,t,f,2,99
c8de1b8b-5936-4a91-af34-180bba9565b5,XFORM-CYSA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
3dd4f085-6624-4ea0-b209-26189410878b,FXE-IAHS_CngPTP-Xform-IN_par,FXE-IAHS CngPTP IN Transformation Partition,,,22,t,f,2,99
1b09688b-b1d4-4640-ae2c-b53fefa76b00,FXE-SWFR_911_par,FXE-SWFR 911 partition,,,22,t,f,2,99
4f1d94bc-0033-48db-b437-bed202a3d688,XFORM-AUSA-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
4544b987-173f-4d8f-b4ba-3af9371e6187,XFORM-EGSWK-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
482fa0e3-b8b5-4263-8f6a-193cbae0686a,911-SIP-par,911 Pattern to SIP PSTN Egress,,,22,t,f,2,99
501bd463-5741-4294-a5a6-841e45b5b7ce,FXE-nonDID-BSTSIP-Staging_par,BSTSIP Site Specific Dial Partition,,,22,t,f,2,99
ad868292-c7f2-4266-ab58-15cfba8ff8dc,FXE-FIELD-A-DALA-APP_par,FXE-FIELD-A-DALA-APP_par,,,22,t,f,2,99
62a9dd82-f345-4f6a-b150-d8698334eea3,FXE-FIELD-A-PAER1-APP_par,FXE-FIELD-A-PAER1-APP_par,,,22,t,f,2,99
9f391001-8c83-431b-8a47-1953c57ae193,FXE-staging-par,Staging pt to be used at the time of staging,,,22,t,f,2,99
7247df90-c9d6-4bd7-bf72-5a2367e38686,XFORM-JANRT-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
f8251fdb-27aa-4c84-aef2-6b220c5448d4,ISNA_CngPTP-Xform-GW-IN_par,ISNA Gateway IN Transformation Partition,,,22,t,f,2,99
5370f7c9-8193-4fbb-9bd6-d4c3d28ea50a,FXE-FIELD-A-MGWA-APP_par,Site specific partition,,,22,t,f,2,99
50748709-b1bf-46bf-adb5-f7b926d087cf,FXE-FIELD-A-SNAR-APP_par,FXE-FIELD-A-SNAR-APP_par,,,22,t,f,2,99
c7e4f6fa-197a-41f8-b77f-8d98fad83764,EWRGS_PSTN_par,EWRGS_PSTN_par,,,22,t,f,2,99
7b576877-6655-4201-ad42-a481768633b8,MGCP-SITE-par,OFF-NET reachability via Route-Patterns for MGCP,,,22,t,f,2,99
6faaed7b-b319-40d3-832e-94e5fa01b65d,XFORM-ANI-ICT-CORP-A-par,XFORM-ANI-ICT-CORP-A-par,,,22,t,f,2,99
d136d98c-b068-4a05-93d0-e844a6a373e6,FXE-FIELD-A-SBYA-APP_par,SBYA Site Specific Dial Partition,,,22,t,f,2,99
8d15c8cf-f0e9-4705-9079-7bcda73f8a51,FXE-FIELD-A-AUSR-APP_par,AUSR Site Specific Dial Partition,,,22,t,f,2,99
fa2093a8-4980-4b01-a500-b440dcb5b577,XFORM-ESCA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
7159721c-10b3-4f6d-bd36-363b4fbef1d3,XFORM-AYEA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
04384260-3d55-4909-b7b7-8bfba5645bd9,XFORM-LWSA-MGCP-DNIS_par,XFORM-LWSA-MGCP-DNIS_par,,,22,t,f,2,99
8c9a9909-7cd4-47eb-ae54-0843094b8cc1,XFORM-COAA-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
69a47993-f0b4-4645-9431-3c016d44abe6,FXE-SLCR_CngPTP-xform-OUT_par,FXE-SLCR CngPTP OUT Transformation Partition,,,22,t,f,2,99
184caef8-fe0f-41c3-a7e5-208276fb9142,FXE-FIELD-A-BFMR-APP_par,BFMR Site Specific Dial Partition,,,22,t,f,2,99
9ef7c432-de5a-42a3-a81b-ac780d75f3e3,FXE-MOTA_CngPTP-Xform-OUT_par,FXE-MOTA_CngPTP-Xform-OUT_par,,,22,t,f,2,99
7e13856e-fa23-4eaf-8338-1447d6c7d741,XFORM-ARXA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
70ce204a-767e-4184-a6f3-471b2a4ad64e,FXE-FIELD-A-LASA2-APP_par,FXE-FIELD-A-LASA2-APP_par,,,22,t,f,2,99
4201216b-6038-4b09-96d4-03cd288f6fcc,XFORM-MMRA-MGCP-ANI_par,XFORM-MMRA-MGCP-ANI_par,,,22,t,f,2,99
c6d1e792-02bb-4fc6-9b99-926629774e81,FXE-FIELD-A-NXXCS-APP_par,FXE-FIELD-A-NXXCS-APP_par,,,22,t,f,2,99
e14e6788-ecb8-4203-8c8f-c6cb44530663,FXE-FIELD-A-ARXA-APP-par,ARXA Site Specific Dial Partition,,,22,t,f,2,99
90fa9f46-d4db-4549-81cd-1c534e556be3,FXE-FIELD-A-GTRA-APP-par,GTRA Site Specific Dial Partition,,,22,t,f,2,99
2cfd710d-1f14-49c0-98e2-dd1b2dd5266a,XFORM-GADA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
36671c7c-d123-4566-b7f5-5079631e1569,FXE-FIELD-A-SUAA-APP_par,SUAA Site Specific Dial Partition,,,22,t,f,2,99
6945c9ea-e0fa-4815-b601-6aa14e0671e8,XFORM-MOBA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
7c3db435-447e-4ef4-8e9e-50afab8f977c,FXE-FIELD-A-EVAA-APP_par,Site specific partition,,,22,t,f,2,99
daef7176-4590-4f93-821d-95efd69e23d1,FXE-LAX200S_CngPTP-Xform-IN_par,FXE-LAX200S CngPTP IN Transformation Partition,,,22,t,f,2,99
df10ec87-22a3-4b8f-a9ea-5604c4be0d5a,FXE-FIELD-A-BAFA-APP_par,Site specific partition,,,22,t,f,2,99
cb79b46e-fa68-47a3-9217-de91e89dbe06,FXE-FIELD-A-TNTA-APP_par,TNTA Site Specific Dial Partition,,,22,t,f,2,99
d447ce06-9555-4f58-a0bd-0806c0100eeb,XFORM-ABQA-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
33efcc17-726d-4953-b13a-67bbd94127cd,XFORM-FXG-1638-MGCP-ANI_par,FXG-1638 Contains per-site Called Party Transform,,,22,t,f,2,99
9763e81b-5606-4c88-8451-4984aed51274,FXE-FIELD-A-LALA-APP_par,LALA Site specific partition,,,22,t,f,2,99
ba7f5bfc-7cf5-4fd7-9fa0-1f4210b644d0,XFORM-DENR-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
49015502-0843-49ea-962e-6180486aecf0,XFORM-TOAA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
550e7f83-18ca-4e62-83bf-2461e2e73525,XFORM-OAKRT-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
cc5db57a-1130-4372-b207-fb52c977f776,XFORM-LOZA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
27d02282-52f9-4ded-96ae-0637831d04b0,FXE-FIELD-A-BJJA-APP_par,Site specific partition,,,22,t,f,2,99
beba0db4-3d21-4511-ae7d-5b440cc04b06,XFORM-BTRT-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
3ee7fbd7-49c6-4eda-8d53-cee1116719b3,DTWR_CngPTP-xform-GW-OUT_par,DTWR Gateway OUT Transformation Partition,,,22,t,f,2,99
b6c6fc9e-5ca2-45cf-be48-e4d7b25d0ce1,XFORM-AOOA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
35c24cce-e233-4b38-aab1-45b172b39204,XFORM-BFIA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
1d22c712-74ae-4884-bf9b-b7c981827399,XFORM-LAXT7-MGCP-DNIS_par,XFORM-LAXT7-MGCP-DNIS_par,,,22,t,f,2,99
c3165861-e235-4536-a180-8424e2f90883,FXE-FIELD-A-HUFA-APP_par,HUFA Site Specific Dial Partition,,,22,t,f,2,99
04975547-d43a-4f21-8a8c-257e3fcf7638,FXE-FIELD-A-ORFA-APP-par,ORFA Site Specific Dial Partition,,,22,t,f,2,99
3e42f08b-f330-436c-96fd-9715b300044c,FXE-FIELD-A-DUJA-APP_par,DUJA Site Specific Dial Partition,,,22,t,f,2,99
3aa3dcc6-b66a-40b6-8dd6-e8bd559ce6fc,XFORM-PUB-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
77384427-3453-4f8e-9571-ac32370c7326,XFORM-OGDVM-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
3cd40862-2dc6-4b42-8ba6-71f3103e2814,FXE-FIELD-A-FTYWK-APP_par,FXE-FIELD-A-FTYWK-APP_par,,,22,t,f,2,99
383c001c-09c0-4276-912d-929685b7c318,GAO-icm-EoD_par,"""GAO Intercom, End of Dial Timer fix""",,,22,t,f,2,99
98e2cb62-1c98-40c8-8b6f-895d5d62089b,XFORM-MCOS-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
85f99b4a-2386-4456-ac06-84e61944d22d,XFORM-SGFA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
eff9a52c-f3b2-4ccd-8ee8-1a37cbac2b6b,FXE-FIELD-A-SRFA-APP_par,SRFA Site Specific Dial Partition,,,22,t,f,2,99
2766eee9-4d0a-4762-9740-ace0c448dfab,FXE-FIELD-A-SAFA-APP_par,Site specific partition,,,22,t,f,2,99
1968fdfa-7cdd-4787-bfec-55b3a63c88a3,PLUS-INTL-MGCP_par,+E164 International En-Block Dialing for MGCP Site,,,22,t,f,2,99
96e227f6-0d0b-4897-b7de-6d5e3a2631e9,XFORM-ICTA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
25caab87-bb1a-43f5-8bba-d2e73dbcd93b,XFORM-LEEA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
3d648f55-b877-44f5-8e66-705f5d34c988,FXE-FIELD-A-OMAR-APP-par,OMAR Site Specific Dial Partition,,,22,t,f,2,99
6173a0c9-ab5f-4369-854c-650a1051bbdd,FXE-FIELD-A-MCORT-APP_par,FXE-FIELD-A-MCORT-APP_par,,,22,t,f,2,99
7cb2fe3d-0942-4e4d-bd61-6411fbaf6243,FXE-FIELD-A-COIA-APP_par,COIA Site Specific Dial Partition,,,22,t,f,2,99
ad2c9cf3-5e53-4fa1-ab09-4aa970d23952,FXE-FIELD-A-HYLA-APP_par,HYLA Site Specific Dial Partition,,,22,t,f,2,99
e7eb153c-a926-43e0-a0a1-8769af7c0c9c,FXE-FIELD-A-PIEA-APP_par,PIEA Site Specific Dial Partition,,,22,t,f,2,99
a585b025-8d39-42aa-86a5-260e8ab5237a,FXE-FIELD-A-VGTA-APP-par,VGTA Site specific partition,,,22,t,f,2,99
ef78a1eb-9bfc-4162-85ae-02c7e82cae11,XFORM-MFEA-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
b112af4b-b3e8-42d5-8d9c-e6d7f867eac1,FXE-FIELD-A-JDYA-APP_par,Site specific partition,,,22,t,f,2,99
dc59144f-a18a-46d1-8621-1d5c2aca1149,XFORM-FXG-1286-MGCP-ANI_par,FXG-1286 Contains per-site Called Party Transform,,,22,t,f,2,99
372182eb-e398-402f-8336-79b136f93a76,XFORM-BDFA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
c06cf63f-92de-4447-868d-cae21f84a4af,FXE-FIELD-A-LOCAL-STAR-par,,,,22,t,f,2,99
39912120-9be3-409b-8cf2-b3821fc0f078,FXE-FIELD-A-MPBA-APP_par,MPBA Site Specific Dial Partition,,,22,t,f,2,99
b0389e24-3850-47cf-bf6a-eb34622c27f1,FXE-FIELD-A-WWDA-APP_par,WWDA Site Specific Dial Partition,,,22,t,f,2,99
7bfd56dd-1fa8-4ad3-b3db-082102bf798d,XFORM-LNSA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
5d87edc9-f3c7-401b-9ca3-61d946c4d97a,XFORM-ALBA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
7f0ff2d1-9cbc-4f7a-b716-4e956ea52015,FXE-FIELD-A-DETA-APP_par,Site specific partition,,,22,t,f,2,99
5083af06-bb0c-462b-bfca-ba1a4943cd0e,XFORM-FWAA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
905161b7-5974-4e8c-b6c3-8e367b8f1565,XFORM-CHAA-ANI_par,XFORM-CHAA-ANI_par,,,22,t,f,2,99
fa764375-0884-4a67-b03b-c0e90ae8122d,FXE-FIELD-A-AZOA-APP_par,AZOA Site Specific Dial Partition,,,22,t,f,2,99
3fd14eb3-6919-45c3-b564-eb4b665b223d,FXE-FIELD-A-BNAR-APP_par,BNAR lines,,,22,t,f,2,99
53e319ae-298e-4b33-b5a7-4b0e7663324f,XFORM-LEXA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
3867e412-28e8-4d6d-be2d-d419765c3f39,FXE-FIELD-A-EAUA-APP_par,Site specific partition,,,22,t,f,2,99
a21cf569-7f02-47c3-8f15-d481f2b4f1d4,FBTA_internal_par,FBTA_internal_par,,,22,t,f,2,99
fb2c4ec7-ff5a-4a3a-b98f-104733f79e3e,FXE-FIELD-A-THVA-APP_par,THVA Site Specific Dial Partition,,,22,t,f,2,99
78aff009-e12e-45e9-b0cf-e7f54b1e7af3,XFORM-FBLA-MGCP-ANI_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
6b7c5542-7332-443f-b8ee-0b4864e2065f,XFORM-RKWA-DNIS-OUT-par,XFORM-RKWA-DNIS-OUT-par,,,22,t,f,2,99
8cba5038-f54e-4edb-96a5-b6ee1f830eff,XFORM-336-MGCP-DNIS-par,Contains per-site Called Party Transformation,,,22,t,f,2,99
2ffa444e-ea39-422d-b456-125ca7a97e50,XFORM-BPTA-MGCP-DNIS_par,Contains per-site Called Party Transformation,,,22,t,f,2,99
09615daf-6aed-41c0-8cfb-a2408e4e4896,PLUS-E164-MGCP_par,+E164 En-Block Dialing for MGCP Locations,,,22,t,f,2,99
881d18af-7308-4acc-9f47-27d27ca792a6,FXE-FIELD-A-BEDA-APP_par,BEDA Site Specific Dial Partition,,,22,t,f,2,99
