pkid,fklinegroup,selectionorder
64335862-3859-a7ce-8c81-f77f6c1b957b,770b61af-945a-b0ce-b7c6-79d20e61409e,1
64dfc3b8-172b-3130-f08c-9a4fb4c1bc47,f5712337-99c3-23f1-1dbc-f770d0b82349,1
6506887d-44df-d388-9141-fa847e90b91f,55010699-1131-1e1a-01a1-ede1ce54b913,1
650c66cc-3c87-8c06-7a9b-bae2e838eb39,b548bbf1-55e9-103e-dc32-6e61e9b9b56e,1
653341bd-75f9-493d-e418-682934447c80,04833efc-aa41-f8fa-ae4a-36d0ee317332,1
99328c00-401e-1319-a831-9f8633625c33,ae2d9f55-54b2-753a-6b02-9dec3be9c150,1
65ab5f86-e04e-429e-1d40-9a9ec642fa8f,ed422c0f-5607-ee7e-b750-3bc7e8991492,1
65c06d48-cfc0-1f10-d782-de7608dbccb2,d2e8c079-3a7a-0016-50f0-c33556d7c649,1
66a24a91-9e23-310e-de69-c30f6b0fe6d2,91c23e72-7be9-b5ac-3092-7c0e5b291ae5,1
66b023dc-9cca-4355-ae2e-ee3231fd0275,f5069652-a76d-2d86-3f73-404af2b0b1be,1
6733639b-9428-3884-485a-642867b5aa93,4d5d09a6-e5ef-d7ce-e14a-a94ba5dbed42,1
6743b571-5c5c-1e15-f16d-20025d951c2b,cdf1359f-f670-93e7-fd41-57e3eff8b906,1
6778f486-fbd8-302e-4250-d438d9658b62,ae865dcd-82d7-f164-9dee-f70642dbd5d2,1
67a6671d-4ca9-8d01-b736-107b98d30d4d,d3dc07d3-2e43-dc0d-52d3-3b78e27c2df7,1
6807c1cf-11a3-7ac7-83b2-f9c28d0a8f30,555c2adf-4862-af11-5679-5041d1ee3381,1
68f76dad-6cb4-19c0-5299-9a2825169ea5,b4aa0de6-5ebb-d449-82b0-b1f2569b2106,1
690b4339-8b9b-3b02-d406-ae8cdeb86d9d,0bc00e91-6ad6-f6df-0013-af01056c189e,1
694c42eb-506a-8f5f-33ab-408030482d97,d86bfd67-a92c-1d1f-0de9-8c5a59f018b7,1
69d845b6-d2b6-b21d-d640-b87cb0b07bb6,78114ef7-8631-1f47-b5bb-5fb3d39d7bf7,1
6b7b0f5e-512b-4ce2-8f19-1df7bc2b7da1,7d2a5e2c-6098-2a21-4bc8-6a2285af3624,1
6bae299f-220d-6fa4-637b-6a404d549822,7c334ab1-7aec-0746-6314-57b36008fdc9,1
6beff022-168f-4fb6-f7d9-04e747265da6,44713d4d-f971-e758-666e-9403f67098f0,1
7a645f5a-5c2b-6e1f-8c7c-c0781c85eec0,8dcd993c-e046-f192-b0ac-ebfcf4901649,1
7b4f8b6e-51f9-e38c-8f78-987cae44d17e,cb62c1e3-c85f-6083-8e2c-515dd1484d1f,1
7b594e84-f312-3711-6fbd-46289d3f6769,7e798e2c-70c6-7627-386d-b797038f48bd,1
7da49d34-7728-b936-9b22-95d3461c4c0b,3a01315b-e4b1-9fca-0ae0-6f8d65878d9b,1
7dabb902-307b-8665-da28-81ea6e37bed5,a7dcad94-2a26-0947-dd74-25b0eb453be4,1
7e74225f-ec54-087e-3da8-337ca168c136,1b90a919-97c9-b124-81fe-3f54be0d818f,1
7eba48f6-003d-aae1-df41-2bb29049583f,90cc356b-bc72-fa2f-854a-18f6dfccc788,1
7ee3a59c-8c3a-4810-b32d-d138993c120b,610d315e-833e-20af-4561-f946207d30ae,1
7f063d23-5870-1e6e-6caf-0c099325d065,6b778497-8f86-0620-5ea0-a3df6e512edc,1
7f7224ac-dd47-f427-f9e9-c1678d9225ec,b98c944f-cc7c-6d91-a8ea-9adb2a7a094f,1
7ff2ab8a-da89-9653-2609-76242a557a2f,db883b69-2916-f9f2-dd0d-76bb0940e27d,2
7ffe8dcd-4213-ad1d-1c17-f1152c056674,4692b174-0340-5b09-86d9-1db4e7a7ea99,1
80144bcd-1abd-f5b4-fbf6-d55dcd8f7ac3,22b79e7e-21b3-7cc7-09e5-53fd98b91666,1
80b8f11f-fccd-3aaa-7bb3-de9f0e0b81c3,83967a3a-ee49-6d0f-2883-a588379e0b08,1
80d15ab8-eb4d-8b7b-afa6-9bb60d3c7d26,3f355ed5-af46-21ec-638c-73b797f8d3c8,1
812f7648-41a3-e15c-273c-58c5886c4fbb,cd40d8b0-802f-fbb7-df0b-6eae8a87877d,1
817ae91c-c576-7d25-d20b-8cce76c7cdc0,54a52e87-cd6b-3338-7f58-0bef3ddd0297,1
81b236d6-1eb1-a2d2-e88b-e733a91c9a13,1e5b8ee3-f721-f8de-0272-1e945d3900eb,1
81fdb80c-2d1a-06ad-7e53-4aa6c77e6f0c,b94539af-ff97-48b3-f829-20a8a0b069de,1
