sipdevice_pkid,pkid,name,description,runonallnodes
9d034556-ca26-dcc8-aeaf-3ae531c87a63,21d804ad-7d7a-569a-a488-17811c8beacc,FXF-SDWAN-WTO-tk,FedEx Freight W Toronto (WTO/273) 10.18.85.2,f
310e2381-0518-b152-5e3f-623cfe4b93cb,ab3964cc-3f2f-d3cc-df09-9fb90d4e0cf5,FXF-SDWAN-SED-tk,FedEx Freight SE Division (SED/979) 10.17.233.2 SIP,f
d061942b-1a6e-0e5c-4873-49694d44a614,03267c73-8676-991a-f661-001a1138fbfb,FXF-SDWAN-NKY-tk,FedEx Freight Northern kentucky (NKY/774) SIP TK to GW,f
fe1b9221-7b84-faf5-b986-edda8632bb4c,d47212b6-4fe8-1a3a-335a-bf989af50c48,FXF-SDWAN-STE-tk,FedEx Freight Stevens Point (STE/493) SIP TK to GW,f
e41905ae-5aa4-0e49-271d-8193690f25f6,986a16b9-58e6-6d1a-476b-4fa449d8a3a8,FXF-SDWAN-NHS-tk,FedEx Freight North Harrisburg (NHS/382)  SIP TK to GW,t
9849377f-d589-cd7b-ee55-da41c9e222f3,39370b8c-d713-6840-ef19-1ca083d85ca0,FXE-SDWAN-LAXRC-tk,FedEx Express (LAXRC) SIP TK to GW,t
1d62cad0-54f3-94b1-4dd8-8756fb6af422,2241586a-32a2-4bde-50bc-d3a79f3dcf49,FXE-SDWAN-SMFGAO-tk,FedEx Express (SMFGAO) SIP TK to GW,t
be9c274c-169a-5b0b-bc81-b721196b9735,2c4fb1cf-e821-f9f7-613d-46edfab951f5,FXE-SDWAN-APAHQ-tk,FedEx Express (APAHQ) SIP TK to GW,t
4a7c320d-f83c-1757-bf79-0497b8926cd2,a6b282a1-5a17-7288-ac5f-3dd40edfed79,FXE-SDWAN-DCASL-tk,FedEx Express (DCASL) SIP TK to GW,t
fb2eba53-4f7a-5fad-d21c-a291d8f95583,6087404a-1ed0-6f95-84b7-ecd20d242d82,ATL-E911-EGW_tk,SIP trunk to the E911 EGW in ATL,t
dac38da1-d211-6284-263e-6aa6235b32cc,079ee42e-819a-40ea-0cd7-b8c27b9fd4ff,LAS-E911-EGW_tk,SIP trunk to the E911 EGW in LAS,t
06da92e4-a0aa-dc75-f62b-8b2c1b60873a,f3d15949-67fd-5b00-a23e-ca92b9067f11,FXEF-E911-EGW2_tk,SIP trunks to the Secondary EGW,t
f54bbeba-79f6-be09-317f-6a1dfa0d3dab,bdf948bb-5827-09a3-4e90-f21dfc9e3bf7,FXE-Field-A-ABEA-BSTSIP-SIP_tk,FXE ABEA Best SIP Temp Trunk,f
9b45974b-f05a-1ed4-cebd-2b325e302429,c1e746bf-b0fd-7b8d-a06c-621d01885d27,FXE-SDWAN-OFKB-tk,OFKBr01.netdb.fedex.com,f
204bd618-0e3c-6cba-f873-25600100d4ac,11443c78-3e17-e95e-754c-9ba8f3cc04e2,FXEF-E911-EGW1_tk,SIP trunks to the primary EGW,t
4b0fbf3b-ec5d-823a-b6aa-7bfbae87c6a2,fb7098c8-5217-0e2e-e96c-edbfae0df9b3,FXS-MEM-WTC-SME-CL2-TK1,SIP Trunk to WTC SME Cluster 2,t
2940d076-3c3b-7696-f927-700e2f9753c3,6a839df8-f0c8-2fdd-7573-a799f720fe81,FXE-Field-A-BSTSIP-SIP-TK,FXE BSTSIP Temp BEST SIP Trunk,t
0428d7c5-98a5-5841-66cc-9f87357dcc14,b4c5f845-0710-5ea0-c3a1-bbb993c87fad,FXS-COS-EDCW-SME-CL2-TK1,SIP Trunk to EDCW SME Cluster 2,t
d7672c9e-efe0-720a-025c-cdac86b501f6,6479f359-cbb7-21f7-62ac-4dc75f8e3a13,FXE-FIELD-A-CLER-BSTSIP-SIP_tk,FXE FIELD A CLER Best SIP Temp Trunk,f
f4283f4a-8ad0-aca1-15c5-669abdc266df,522b9420-01d2-795c-4347-a087864abb01,FXS-COS-EDCW-SME-CL1-TK1,SIP Trunk to EDCW SME Cluster 1,t
e8f61f8e-e988-bd71-e4ed-db54cc6e2024,5d6598bd-cfa8-b052-4960-80077b6c6dc8,FXE-FIELD-A-PNVA-BSTSIP-SIP_tk,FXE FIELD A PNVA Best SIP Temp Trunk (10.244.159.2),t
364e7747-23f2-509b-adea-4a929353a59a,f04f9180-18c3-a802-7362-4e6e6df69d27,FXE-FIELD-A-FLLR-BSTSIP-SIP_tk,FXE FIELD A FLLR Best SIP Temp Trunk,f
68737252-821d-8451-6fdf-86966186d962,6c1a5364-1e88-751e-7290-2197729d19b6,FXE-Field-A-PITR-SIP_tk,FXE PITR SIP Temp Trunk,f
b3e9a68d-2eb5-2e02-d65a-e022b3a75827,735eb3c2-1cd9-9094-8992-030d56202bbf,FXS-MEM-WTC-SME-CL1-TK1,SIP Trunk to WTC SME Cluster 1,t
e94dfb53-5b07-3b6e-d136-855348b5474b,90d3bd98-a455-a19a-9be9-ea8df4aa7a0f,FDX-CSOFDXAPUCMDS_tk,MIAR to Customer Service LAC cluster,t
3aa177d1-eef2-874d-0562-fc230fb9bfca,9b5f9ddd-ce0e-75ba-f4a2-12eb54c18651,FXS-SME-VZB_tk,Trunk to VZB SME,t
a4dbca3f-6bdd-b376-b8d4-5a724a26773c,99fa3ba7-6dbd-3192-0f08-144fc2c8c94a,FXE-LAC-Columbus_ict,MIAR to LAC Cluster,t
bd8b0cff-850b-9de1-3d0f-df0d5fe23b22,16536694-4ae2-1ef3-27c3-1a10e6cf432a,FXS-EDCW-UNITYCONNECTION-2-TK,UnityConnection EDCW Voicemail SIP Trunk,t
bd1775e7-5ffe-5a42-1ea3-fcc117d01da7,9785199e-3c8d-dc0e-668a-9f385b77cf08,FXS-MEM-UNITYCONNECTION-1-TK,UnityConnection WTC Voicemail SIP Trunk,t
bfef731b-77dd-fd5f-aba2-e424e2b75daa,aec4f27f-d086-dfad-444b-fc99d6535561,DI-CUBE-TESTING-Trk,ToSME-Test-Verizon-CUBE (port 5084),t
097c5a8e-aaea-e5f3-3a3c-d5c190cb7469,58fd30e1-2d1a-6a02-71de-c7937798baff,FXE-SDWAN-MKCA-tk,"""FedEx Express Kansas City, MO (MKCA) 170.5.243.221""",f
f12d7253-8d44-711f-9485-c66b7d868727,1b62a86c-dd54-b1f7-d0f2-73f1fdd61275,FXE-Unityvm,SIP trunk to Unity Connection,t
708df6f9-9902-fa87-3901-12b2a1366f33,bd53644a-e6f3-c00c-5b86-22d527437aba,FXE-Unityvm2,SIP trunk to Unity Connection2,t
17ae351d-e1bc-0d34-4f0e-d1d5b81cdc33,a3a234e4-a192-153b-b886-22b7cc945c2e,CaptionSipTrunk2_COLO,CaptionSipTrunk2 To COLO Server,f
e67afac1-44cd-f5c0-9fba-3f51d5388221,9000fc2c-d3eb-3ad7-e4f5-314eb936e3c1,FXE-SME-ATT_tk,SIP Trunk to ATT SME,t
5c3227e6-f8c6-0e52-3e31-84554aa5845b,e75fd2ae-8279-4477-5b7f-2f19ac2adf47,FXECA-E911-EGW1_tk,SIP trunks to the primary EGW,t
21b75be4-4b8f-956f-80b3-ed842c4c2fb5,46ee7da6-53b6-938c-37e1-936ff804b775,FXECA-E911-EGW2_tk,SIP trunks to the Secondary EGW,t
79073b0a-1eca-218d-218e-db97bfc0b6e7,85ef4329-f1fe-ad23-e365-0e4e0ecc42c9,CAN-YQMA-GW,CAN-YQMA-GW 10.42.49.193,f
ee94756e-033d-f33a-f1a1-0b108ba532d7,61cd8c6a-b9e3-9d29-aadc-513c675fbe83,CAN-YSBA-GW1,10.42.142.193,f
