pkid,fkdevicepool
9f077116-8706-ee9d-1488-a82114928e43,92db4502-83a4-4e89-82b3-d396a316b9d0
9b70ff3b-7fd3-4d20-297b-775122fdd7d0,92db4502-83a4-4e89-82b3-d396a316b9d0
8b44e93e-22e8-bdf5-324f-5f0605d4d362,ae61cee0-498a-4d4f-bb2f-912030b550d7
19fe47e7-067d-fc0f-89ee-55afaa21f89f,dd64656d-05fa-842f-6584-f58cdaefc488
93e8b3bc-0763-fe3a-f12e-2c283930fe06,18138825-fa36-7654-87c5-bc3519904f72
876a71b3-a87f-6815-6f20-762e06608343,d504fd9c-ae34-41da-81bb-f1354433b364
ea94debf-d75c-75b6-2902-3f2307aa7701,a7b27627-d566-6b19-5970-54b7f85ee5f7
a7fd7c83-e32e-1725-18c6-94a11e5d0db2,d504fd9c-ae34-41da-81bb-f1354433b364
e77a8a5f-9a4e-5740-f740-0a49c6b38928,ae61cee0-498a-4d4f-bb2f-912030b550d7
386850f5-b0d8-1fbe-943a-2d4ceb35498a,bd8c18d6-5648-731c-63d1-bccbb706c842
3b553024-2fbd-856f-d97c-25dc74b71b81,bd8c18d6-5648-731c-63d1-bccbb706c842
151b48ee-8591-b4e1-9d59-c470c7a9dd70,bd8c18d6-5648-731c-63d1-bccbb706c842
b340dc4a-13c8-f8b4-4fa9-4ad623a4ecd1,a9778840-bb1e-6874-7b55-f9ebc4cc7b9a
d5c19578-0f3d-406a-bf25-eb10463ad301,07d21938-49e6-83b6-f30b-9b2e065062d3
90353ef4-3849-4005-9919-cdf94e144313,07d21938-49e6-83b6-f30b-9b2e065062d3
7f6318fa-6b34-2696-98ad-090ebcceb9ab,07d21938-49e6-83b6-f30b-9b2e065062d3
aea73c1f-568d-342b-d994-bbeb570fe013,52a1e930-45e8-444b-a12f-4291716843fd
e34ab6b1-8e34-4849-4177-b221118c6c84,52a1e930-45e8-444b-a12f-4291716843fd
e5f42eb3-fc79-babb-eb8d-e142015394b1,0f8890f9-315b-40cd-b23c-bcd1ae22a47c
869215ed-b8e0-f635-dc22-a3999ad4692e,0f8890f9-315b-40cd-b23c-bcd1ae22a47c
3d0790b8-c0cb-55fe-71a1-2080f9e39d4f,28e5ac9e-80fd-49fa-af10-008612aeb3df
d1c8ac0c-206a-0df6-b93e-5d804089a25d,28e5ac9e-80fd-49fa-af10-008612aeb3df
8ec7304b-f4b9-3abf-8c1b-cd55e361c2ae,62899c75-8094-1dbc-1319-5c053a7f865a
